Pitcher,PitcherID,Batter,BatterID,hitside,game_id,ab_id,pitch_id,des,result,event,pitch_type,called,start_speed,end_speed,sz_top,sz_bot,sz_left,sz_right,sz_back,sz_front,xmove,zmove,break_length,xend,zend,yend,xstart,ystart,zstart,xvel,yvel,zvel,xacc,yacc,zacc
string,numeric,string,numeric,string,numeric,numeric,numeric,string,string,string,enum,enum,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
Clayton Kershaw,477132,Alfredo Marte,501245,R,19600,1491207,5649356,Ball,Alfredo Marte strikes out swinging.  ,Strikeout,CU,B,74.1,68.3,3.34,1.62,-1,1,0,1,-2.18,-11.16,15.4,-0.77,3.609,0,1.16,50,6.563,-3.512,-108.581,4.308,-2.572,21.139,-45.261
Clayton Kershaw,477132,Alfredo Marte,501245,R,19600,1491207,5649357,Swinging Strike,Alfredo Marte strikes out swinging.  ,Strikeout,CU,S,72.8,67.1,3.34,1.56,-1,1,0,1,-1.46,-10.47,15.6,-0.241,2.688,0,1.081,50,6.556,-2.371,-106.76,2.412,-1.657,21.275,-43.98
Clayton Kershaw,477132,Cliff Pennington,460060,R,19600,1491208,5649358,Called Strike,Cliff Pennington triples (1) on a line drive to left fielder Carl Crawford.   Cody Ross scores.    Martin Prado scores.  ,Triple,FF,S,93.5,86,3.15,1.39,-1,1,0,1,1.96,12.05,2.5,-0.269,1.864,0,1.386,50,5.988,-5.152,-136.776,-9.405,3.704,30.593,-9.305
Clayton Kershaw,477132,Cliff Pennington,460060,R,19600,1491208,5649359,Called Strike,Cliff Pennington triples (1) on a line drive to left fielder Carl Crawford.   Cody Ross scores.    Martin Prado scores.  ,Triple,FF,S,93.9,86.2,3.19,1.52,-1,1,0,1,3.19,11,3,-0.292,1.863,0,1.388,50,5.964,-5.668,-137.358,-9.039,6.071,31.612,-11.178
Clayton Kershaw,477132,Cliff Pennington,460060,R,19600,1491208,5649360,"In play, run(s)",Cliff Pennington triples (1) on a line drive to left fielder Carl Crawford.   Cody Ross scores.    Martin Prado scores.  ,Triple,CU,X,74.7,68.7,3.1,1.48,-1,1,0,1,-2.18,-10.66,15.1,0.455,2.816,0,1.328,50,6.578,-1.269,-109.551,2.365,-2.601,22.611,-44.822
Clayton Kershaw,477132,Tuffy Gosewisch,488912,R,19600,1491209,5649361,"In play, run(s)",Tuffy Gosewisch singles on a ground ball to left fielder Carl Crawford.   Cliff Pennington scores.  ,Single,FF,X,93.7,86.1,3.27,1.47,-1,1,0,1,2.35,10.68,2.9,-0.837,2.762,0,1.285,50,6.097,-6.564,-137.047,-6.837,4.461,30.542,-11.806
Clayton Kershaw,477132,Chase Anderson,502624,R,19600,1491210,5649362,"In play, out(s)","Chase Anderson out on a sacrifice bunt, first baseman Adrian Gonzalez to second baseman Dee Gordon.   Tuffy Gosewisch to 2nd.  ",Sac Bunt,FF,X,92.2,84.5,3.07,1.15,-1,1,0,1,0.38,13.67,2,-0.234,2.177,0,1.654,50,6.126,-5.148,-134.87,-9.165,0.699,30.77,-7.046
Clayton Kershaw,477132,A.J. Pollock,572041,R,19600,1491211,5649363,Called Strike,A.  J.   Pollock triples (3) on a fly ball to left fielder Carl Crawford.   Tuffy Gosewisch scores.  ,Triple,SL,S,86.8,80.1,3.4,1.59,-1,1,0,1,-1.7,4.93,6.3,-0.603,1.983,0,1.554,50,6.105,-4.85,-127.099,-5.528,-2.778,26.898,-24.06
Clayton Kershaw,477132,A.J. Pollock,572041,R,19600,1491211,5649364,Ball,A.  J.   Pollock triples (3) on a fly ball to left fielder Carl Crawford.   Tuffy Gosewisch scores.  ,Triple,SL,B,88.1,82.1,3.58,1.69,-1,1,0,1,-2.39,2.59,7,-1.468,1.906,0,1.382,50,6.196,-6.484,-129.004,-5.525,-4.048,25.32,-27.71
Clayton Kershaw,477132,A.J. Pollock,572041,R,19600,1491211,5649365,Foul,A.  J.   Pollock triples (3) on a fly ball to left fielder Carl Crawford.   Tuffy Gosewisch scores.  ,Triple,SL,S,87.4,81.3,3.32,1.47,-1,1,0,1,-1.93,2.29,7.1,-0.933,2.282,0,1.432,50,6.201,-5.352,-127.987,-4.334,-3.211,25.301,-28.29
Clayton Kershaw,477132,A.J. Pollock,572041,R,19600,1491211,5649366,Ball,A.  J.   Pollock triples (3) on a fly ball to left fielder Carl Crawford.   Tuffy Gosewisch scores.  ,Triple,FF,B,93.7,86.3,3.53,1.6,-1,1,0,1,2.44,12.79,2.3,1.446,2.115,0,1.647,50,5.984,-1.403,-137.076,-9.048,4.657,29.977,-7.733
Clayton Kershaw,477132,A.J. Pollock,572041,R,19600,1491211,5649367,Foul,A.  J.   Pollock triples (3) on a fly ball to left fielder Carl Crawford.   Tuffy Gosewisch scores.  ,Triple,FF,S,94,86.8,3.32,1.47,-1,1,0,1,2.69,12.7,2.1,0.396,3.537,0,1.463,50,6.173,-3.861,-137.654,-5.789,5.186,28.931,-7.59
Clayton Kershaw,477132,A.J. Pollock,572041,R,19600,1491211,5649368,"In play, run(s)",A.  J.   Pollock triples (3) on a fly ball to left fielder Carl Crawford.   Tuffy Gosewisch scores.  ,Triple,SL,X,88,81.5,3.32,1.47,-1,1,0,1,-0.02,6.97,5.1,-0.545,3.052,0,1.393,50,6.193,-4.933,-128.934,-4.022,-0.036,25.817,-20.327
Clayton Kershaw,477132,Chris Owings,572008,R,19600,1491212,5649369,Foul,Chris Owings triples (2) on a line drive to center fielder Matt Kemp.   A.  J.   Pollock scores.  ,Triple,FF,S,93.2,85.4,3.11,1.46,-1,1,0,1,3.5,12.46,2.6,-0.157,2.326,0,1.409,50,6.053,-5.429,-136.349,-8.383,6.559,31.325,-8.748
Clayton Kershaw,477132,Chris Owings,572008,R,19600,1491212,5649370,Ball,Chris Owings triples (2) on a line drive to center fielder Matt Kemp.   A.  J.   Pollock scores.  ,Triple,FF,B,93.5,85.8,3.09,1.46,-1,1,0,1,2.94,11.6,2.8,-0.379,1.575,0,1.482,50,5.903,-6.039,-136.589,-9.749,5.532,31.019,-10.262
Clayton Kershaw,477132,Chris Owings,572008,R,19600,1491212,5649371,Ball,Chris Owings triples (2) on a line drive to center fielder Matt Kemp.   A.  J.   Pollock scores.  ,Triple,FF,B,92.8,84.9,3.09,1.46,-1,1,0,1,3.2,13.17,2.5,0.173,1.58,0,1.484,50,5.97,-4.612,-135.699,-10.283,5.927,31.656,-7.712
Clayton Kershaw,477132,Chris Owings,572008,R,19600,1491212,5649372,Foul,Chris Owings triples (2) on a line drive to center fielder Matt Kemp.   A.  J.   Pollock scores.  ,Triple,FF,S,93.7,85.6,3.11,1.46,-1,1,0,1,3.16,10.54,3.3,0.113,1.926,0,1.458,50,5.937,-4.73,-137.045,-8.538,5.955,32.955,-12.238
Clayton Kershaw,477132,Chris Owings,572008,R,19600,1491212,5649373,Ball,Chris Owings triples (2) on a line drive to center fielder Matt Kemp.   A.  J.   Pollock scores.  ,Triple,FF,B,92.7,85.8,3.1,1.51,-1,1,0,1,0.22,12.68,2.4,-0.64,1.016,0,1.408,50,5.914,-5.564,-135.403,-11.544,0.416,28.197,-8.441
Clayton Kershaw,477132,Chris Owings,572008,R,19600,1491212,5649374,"In play, run(s)",Chris Owings triples (2) on a line drive to center fielder Matt Kemp.   A.  J.   Pollock scores.  ,Triple,FF,X,93.4,85.7,3.11,1.46,-1,1,0,1,3.65,12.24,2.8,-0.269,1.364,0,1.455,50,5.953,-5.908,-136.373,-10.639,6.849,31.01,-9.129
Clayton Kershaw,477132,Paul Goldschmidt,502671,R,19600,1491213,5649375,Ball,Paul Goldschmidt doubles (17) on a line drive to left fielder Carl Crawford.   Chris Owings scores.  ,Double,FF,B,92.5,84.2,3.65,1.69,-1,1,0,1,3.28,11.86,3.1,-0.17,1.318,0,1.428,50,5.857,-5.37,-135.177,-10.075,5.99,33.167,-10.455
Clayton Kershaw,477132,Paul Goldschmidt,502671,R,19600,1491213,5649376,Swinging Strike,Paul Goldschmidt doubles (17) on a line drive to left fielder Carl Crawford.   Chris Owings scores.  ,Double,SL,S,88.4,82.3,3.45,1.61,-1,1,0,1,-1.15,2.49,7,-1.253,1.122,0,1.59,50,5.934,-6.885,-129.252,-6.851,-1.949,25.893,-27.866
Clayton Kershaw,477132,Paul Goldschmidt,502671,R,19600,1491213,5649377,Ball,Paul Goldschmidt doubles (17) on a line drive to left fielder Carl Crawford.   Chris Owings scores.  ,Double,SL,B,85,79.2,3.53,1.65,-1,1,0,1,-1.68,-0.04,8.6,-1.142,1.121,0,1.408,50,6.215,-5.73,-124.39,-5.973,-2.641,24.585,-32.158
Clayton Kershaw,477132,Paul Goldschmidt,502671,R,19600,1491213,5649378,Foul,Paul Goldschmidt doubles (17) on a line drive to left fielder Carl Crawford.   Chris Owings scores.  ,Double,FF,S,93.1,85.1,3.45,1.61,-1,1,0,1,1.43,10.65,3,-1.077,2.859,0,1.242,50,6.063,-6.712,-136.246,-6.302,2.663,32.313,-12.249
Clayton Kershaw,477132,Paul Goldschmidt,502671,R,19600,1491213,5649379,"In play, run(s)",Paul Goldschmidt doubles (17) on a line drive to left fielder Carl Crawford.   Chris Owings scores.  ,Double,CU,X,74.5,68.6,3.45,1.61,-1,1,0,1,-2.7,-11.81,15.7,-0.664,2.72,0,1.188,50,6.499,-3.216,-109.196,2.684,-3.198,22.35,-46.106
Clayton Kershaw,477132,Cody Ross,425496,R,19600,1491214,5649380,Ball,Cody Ross walks.  ,Walk,FF,B,93.9,86.1,3.44,1.64,-1,1,0,1,0.47,13.39,2,-1.089,1.59,0,1.378,50,5.927,-6.833,-137.183,-10.484,0.898,31.711,-6.7
Clayton Kershaw,477132,Cody Ross,425496,R,19600,1491214,5649381,Ball,Cody Ross walks.  ,Walk,CH,B,88.4,81.6,3.41,1.64,-1,1,0,1,9.02,10.68,5.1,0.071,1.176,0,1.423,50,5.981,-6.433,-129.08,-9.491,15.229,26.564,-14.062
Clayton Kershaw,477132,Cody Ross,425496,R,19600,1491214,5649382,Ball,Cody Ross walks.  ,Walk,FF,B,92.8,85.6,3.32,1.61,-1,1,0,1,2.22,13.13,2.3,-0.795,0.94,0,1.432,50,5.927,-6.73,-135.389,-11.905,4.13,29.048,-7.684
Clayton Kershaw,477132,Cody Ross,425496,R,19600,1491214,5649383,Ball,Cody Ross walks.  ,Walk,FF,B,92.9,84.8,3.36,1.61,-1,1,0,1,0.85,11.85,2.8,-0.231,1.414,0,1.467,50,5.894,-4.823,-135.786,-10.036,1.572,32.874,-10.221
Clayton Kershaw,477132,A.J. Pollock,572041,R,19600,1491287,5649653,"In play, out(s)",A.  J.   Pollock flies out to center fielder Matt Kemp.  ,Flyout,FF,X,91.8,85.3,3.32,1.47,-1,1,0,1,1.28,11.6,2.7,-0.02,2.428,0,1.665,50,6.067,-4.931,-134.32,-7.687,2.365,26.152,-10.679
Clayton Kershaw,477132,Chris Owings,572008,R,19600,1491288,5649654,Called Strike,"Chris Owings strikes out swinging, catcher A.  J.   Ellis to first baseman Adrian Gonzalez.  ",Strikeout,FF,S,92.2,85.1,3.14,1.26,-1,1,0,1,3.35,11.04,3.1,-0.477,2.175,0,1.489,50,6.028,-6.397,-134.879,-8.067,6.177,28.825,-11.726
Clayton Kershaw,477132,Chris Owings,572008,R,19600,1491288,5649655,Ball,"Chris Owings strikes out swinging, catcher A.  J.   Ellis to first baseman Adrian Gonzalez.  ",Strikeout,SL,B,88.4,82.9,3.1,1.51,-1,1,0,1,-2.73,2.51,7,-1.413,0.774,0,1.431,50,6.091,-6.379,-129.249,-8.204,-4.671,24.24,-27.807
Clayton Kershaw,477132,Chris Owings,572008,R,19600,1491288,5649656,Swinging Strike,"Chris Owings strikes out swinging, catcher A.  J.   Ellis to first baseman Adrian Gonzalez.  ",Strikeout,SL,S,87.1,80.8,3.11,1.46,-1,1,0,1,-3.08,4.2,6.7,-0.804,1.313,0,1.622,50,6.128,-5.095,-127.483,-7.111,-5.074,26.283,-25.188
Clayton Kershaw,477132,Chris Owings,572008,R,19600,1491288,5649657,Swinging Strike (Blocked),"Chris Owings strikes out swinging, catcher A.  J.   Ellis to first baseman Adrian Gonzalez.  ",Strikeout,CU,S,75.3,69.7,3.11,1.46,-1,1,0,1,-3.13,-11.17,15.5,-0.72,0.758,0,1.372,50,6.335,-3.644,-110.4,-1.503,-3.788,23.305,-45.616
Clayton Kershaw,477132,Paul Goldschmidt,502671,R,19600,1491289,5649658,Called Strike,Paul Goldschmidt strikes out swinging.  ,Strikeout,FF,S,93.4,86.1,3.28,1.47,-1,1,0,1,2.2,12.8,2.2,0.505,2.428,0,1.702,50,5.993,-4.006,-136.618,-8.171,4.17,29.399,-7.85
Clayton Kershaw,477132,Paul Goldschmidt,502671,R,19600,1491289,5649659,Ball,Paul Goldschmidt strikes out swinging.  ,Strikeout,CU,B,75.2,70,3.53,1.68,-1,1,0,1,-2.24,-10.25,15.1,-0.699,0.22,0,1.396,50,6.329,-3.898,-110.13,-2.901,-2.715,22.313,-44.499
Clayton Kershaw,477132,Paul Goldschmidt,502671,R,19600,1491289,5649660,Foul,Paul Goldschmidt strikes out swinging.  ,Strikeout,FF,S,93,85.8,3.45,1.61,-1,1,0,1,0.52,12.74,2,-0.424,3.354,0,1.464,50,6.08,-5.263,-136.203,-5.842,0.972,28.904,-8.079
Clayton Kershaw,477132,Paul Goldschmidt,502671,R,19600,1491289,5649661,Ball,Paul Goldschmidt strikes out swinging.  ,Strikeout,FF,B,93.2,86.2,3.58,1.66,-1,1,0,1,1.13,12.82,2,0.83,3.099,0,1.527,50,6.101,-2.282,-136.485,-6.676,2.145,28.132,-7.758
Clayton Kershaw,477132,Paul Goldschmidt,502671,R,19600,1491289,5649662,Swinging Strike,Paul Goldschmidt strikes out swinging.  ,Strikeout,FF,S,93.9,86.7,3.45,1.61,-1,1,0,1,2.55,12.92,2,0.393,2.94,0,1.598,50,6.039,-4.179,-137.481,-7.092,4.907,29.154,-7.259
Clayton Kershaw,477132,Marlon Byrd,407781,R,19677,1497103,5671800,Foul,Marlon Byrd strikes out swinging.  ,Strikeout,FF,S,93.1,84.4,3.39,1.56,-1,1,0,1,0.26,12.6,2.3,0.469,3.219,0,1.649,50,6.345,-3.238,-136.271,-6.701,0.473,34.623,-8.808
Clayton Kershaw,477132,Marlon Byrd,407781,R,19677,1497103,5671801,Ball,Marlon Byrd strikes out swinging.  ,Strikeout,CH,B,89.4,82.7,3.39,1.56,-1,1,0,1,5.44,10.28,4.3,0.068,0.608,0,1.57,50,6.068,-5.697,-130.499,-11.306,9.413,26.778,-14.323
Clayton Kershaw,477132,Marlon Byrd,407781,R,19677,1497103,5671802,Swinging Strike,Marlon Byrd strikes out swinging.  ,Strikeout,SL,S,88.2,80.7,3.39,1.56,-1,1,0,1,-3.49,5.84,6,0.767,1.945,0,1.737,50,6.31,-1.311,-129.124,-6.66,-5.822,29.987,-22.366
Clayton Kershaw,477132,Marlon Byrd,407781,R,19677,1497103,5671803,Ball,Marlon Byrd strikes out swinging.  ,Strikeout,FF,B,94.2,86.2,3.39,1.56,-1,1,0,1,0.1,12.79,2.2,0.323,1.237,0,1.534,50,6.126,-3.317,-137.596,-11.812,0.194,32.495,-7.754
Clayton Kershaw,477132,Marlon Byrd,407781,R,19677,1497103,5671804,Swinging Strike,Marlon Byrd strikes out swinging.  ,Strikeout,SL,S,89.2,82.4,3.39,1.56,-1,1,0,1,-3.52,3.21,6.8,0.567,1.051,0,1.949,50,6.105,-2.382,-130.504,-7.831,-6.043,28.512,-26.588
Clayton Kershaw,477132,Ryan Howard,429667,L,19677,1497104,5671805,Foul,Ryan Howard called out on strikes.  ,Strikeout,FF,S,94.8,85.7,3.7,1.75,-1,1,0,1,-2.68,12.9,2.4,0.015,2.625,0,1.597,50,6.268,-3.353,-138.666,-8.505,-5.102,37.051,-7.499
Clayton Kershaw,477132,Ryan Howard,429667,L,19677,1497104,5671806,Foul,Ryan Howard called out on strikes.  ,Strikeout,FF,S,93.5,85.6,3.7,1.75,-1,1,0,1,-0.17,11.79,2.6,-0.053,2.058,0,1.544,50,6.202,-4.242,-136.795,-9.317,-0.327,32.21,-9.92
Clayton Kershaw,477132,Ryan Howard,429667,L,19677,1497104,5671807,Called Strike,Ryan Howard called out on strikes.  ,Strikeout,FF,S,94.1,86.2,3.7,1.75,-1,1,0,1,-0.49,11.69,2.6,-0.708,2.296,0,1.366,50,6.19,-5.449,-137.573,-8.741,-0.928,32.077,-9.815
Clayton Kershaw,477132,Darin Ruf,573131,R,19677,1497105,5671808,Ball,Darin Ruf walks.  ,Walk,CU,B,74.3,67.9,3.61,1.74,-1,1,0,1,-4.28,-8.53,14.9,0.538,1.272,0,1.372,50,6.645,-0.598,-108.949,-1.504,-4.979,24.703,-42.034
Clayton Kershaw,477132,Darin Ruf,573131,R,19677,1497105,5671809,Swinging Strike,Darin Ruf walks.  ,Walk,SL,S,87.4,80.6,3.61,1.74,-1,1,0,1,-6,1.71,7.9,-0.073,1.914,0,1.62,50,6.353,-2.303,-128.057,-5.375,-9.891,28.344,-29.288
Clayton Kershaw,477132,Darin Ruf,573131,R,19677,1497105,5671810,Ball,Darin Ruf walks.  ,Walk,CU,B,75.3,68.5,3.61,1.74,-1,1,0,1,-5.93,-11.13,15.9,-0.935,1.244,0,1.211,50,6.589,-2.959,-110.345,-0.884,-7.03,26.731,-45.294
Clayton Kershaw,477132,Darin Ruf,573131,R,19677,1497105,5671811,Ball,Darin Ruf walks.  ,Walk,FF,B,94.7,86.2,3.61,1.74,-1,1,0,1,0.25,9.64,3.4,-1.275,2.183,0,1.387,50,6.108,-7.322,-138.52,-8.153,0.479,35.403,-13.654
Clayton Kershaw,477132,Darin Ruf,573131,R,19677,1497105,5671812,Ball,Darin Ruf walks.  ,Walk,FF,B,93.9,85.5,3.61,1.74,-1,1,0,1,-1.23,11,3.1,0.461,1.468,0,1.476,50,6.197,-2.309,-137.311,-10.621,-2.305,34.622,-11.405
Clayton Kershaw,477132,Cesar Hernandez,514917,R,19677,1497106,5671813,Called Strike,"Cesar Hernandez grounds out, second baseman Dee Gordon to first baseman Adrian Gonzalez.  ",Groundout,FF,S,94.6,85.3,3.2,1.52,-1,1,0,1,-1.26,13.74,2,0.511,2.172,0,1.439,50,6.282,-2.071,-138.333,-9.994,-2.383,37.43,-6.079
Clayton Kershaw,477132,Cesar Hernandez,514917,R,19677,1497106,5671814,Ball,"Cesar Hernandez grounds out, second baseman Dee Gordon to first baseman Adrian Gonzalez.  ",Groundout,FF,B,94.2,84.6,3.2,1.52,-1,1,0,1,-0.61,12.28,2.3,0.567,3.997,0,1.465,50,6.453,-2.206,-138.1,-4.943,-1.149,38.715,-9.036
Clayton Kershaw,477132,Cesar Hernandez,514917,R,19677,1497106,5671815,Ball,"Cesar Hernandez grounds out, second baseman Dee Gordon to first baseman Adrian Gonzalez.  ",Groundout,SL,B,86.3,78.5,3.2,1.52,-1,1,0,1,-5.43,5.59,6.5,-0.094,4.061,0,1.482,50,6.596,-2.164,-126.521,-1.612,-8.653,29.919,-23.2
Clayton Kershaw,477132,Cesar Hernandez,514917,R,19677,1497106,5671816,Swinging Strike,"Cesar Hernandez grounds out, second baseman Dee Gordon to first baseman Adrian Gonzalez.  ",Groundout,SL,S,87,80.7,3.2,1.52,-1,1,0,1,-3.06,2.95,7.1,0.033,1.819,0,1.698,50,6.275,-3.19,-127.487,-5.801,-5.032,26.262,-27.248
Clayton Kershaw,477132,Cesar Hernandez,514917,R,19677,1497106,5671817,Ball,"Cesar Hernandez grounds out, second baseman Dee Gordon to first baseman Adrian Gonzalez.  ",Groundout,SL,B,83.6,76.5,3.2,1.52,-1,1,0,1,-6.38,-2.04,9.8,-0.677,4.468,0,1.44,50,6.576,-3.105,-122.565,2.232,-9.588,27.061,-35.165
Clayton Kershaw,477132,Cesar Hernandez,514917,R,19677,1497106,5671818,"In play, out(s)","Cesar Hernandez grounds out, second baseman Dee Gordon to first baseman Adrian Gonzalez.  ",Groundout,FF,X,94.5,85.8,3.2,1.52,-1,1,0,1,0.24,11.91,2.5,0.111,2.197,0,1.347,50,6.187,-3.437,-138.297,-9.087,0.455,35.49,-9.402
Clayton Kershaw,477132,Cesar Hernandez,514917,R,19677,1497119,5671869,Missed Bunt,Cesar Hernandez called out on strikes.  ,Strikeout,SL,S,86.6,78.9,3.2,1.52,-1,1,0,1,-3.31,5.13,6.8,-0.911,1.245,0,1.633,50,6.261,-5.246,-126.728,-7.608,-5.263,31.065,-23.942
Clayton Kershaw,477132,Cesar Hernandez,514917,R,19677,1497119,5671870,Swinging Strike,Cesar Hernandez called out on strikes.  ,Strikeout,SL,S,85.7,78.8,3.2,1.52,-1,1,0,1,-2.36,4.3,7,-0.485,1.443,0,1.704,50,6.409,-4.643,-125.368,-7.101,-3.711,27.741,-25.333
Clayton Kershaw,477132,Cesar Hernandez,514917,R,19677,1497119,5671871,Ball,Cesar Hernandez called out on strikes.  ,Strikeout,FF,B,93,84.3,3.2,1.52,-1,1,0,1,-1.7,14.75,2,-0.01,1.248,0,1.623,50,6.206,-3.762,-135.827,-12.243,-3.11,34.866,-5.052
Clayton Kershaw,477132,Cesar Hernandez,514917,R,19677,1497119,5671872,Ball,Cesar Hernandez called out on strikes.  ,Strikeout,FF,B,92.4,83,3.2,1.52,-1,1,0,1,-2.01,15.19,2.1,0.438,1.215,0,1.466,50,6.165,-2.022,-134.961,-12.101,-3.6,37.247,-4.881
Clayton Kershaw,477132,Cesar Hernandez,514917,R,19677,1497119,5671873,Foul,Cesar Hernandez called out on strikes.  ,Strikeout,SL,S,87.2,80.8,3.2,1.52,-1,1,0,1,-3.9,2.01,7.6,-1.318,1.8,0,1.588,50,6.329,-6.041,-127.684,-5.677,-6.41,27.192,-28.797
Clayton Kershaw,477132,Cesar Hernandez,514917,R,19677,1497119,5671874,Ball,Cesar Hernandez called out on strikes.  ,Strikeout,FF,B,92.4,84.5,3.2,1.52,-1,1,0,1,-0.6,12.53,2.6,1.09,1.807,0,1.573,50,6.205,-1.076,-135.181,-9.983,-1.105,31.823,-9.11
Clayton Kershaw,477132,Cesar Hernandez,514917,R,19677,1497119,5671875,Called Strike,Cesar Hernandez called out on strikes.  ,Strikeout,SL,S,86.4,80.3,3.2,1.52,-1,1,0,1,-3.23,4.16,6.7,0.811,1.977,0,1.674,50,6.257,-1.111,-126.615,-5.662,-5.26,24.923,-25.316
Clayton Kershaw,477132,John Mayberry,460055,R,19677,1497120,5671876,Called Strike,"John Mayberry grounds out, third baseman Chone Figgins to first baseman Adrian Gonzalez.  ",Groundout,CH,S,85.4,78.3,3.61,1.66,-1,1,0,1,6.33,8.96,5.5,0.609,2.475,0,1.674,50,6.215,-4.643,-124.972,-5.544,9.945,26.58,-18.017
Clayton Kershaw,477132,John Mayberry,460055,R,19677,1497120,5671877,Ball,"John Mayberry grounds out, third baseman Chone Figgins to first baseman Adrian Gonzalez.  ",Groundout,SL,B,87.2,80.9,3.61,1.66,-1,1,0,1,-5.17,5.99,6.2,1.039,1.449,0,1.942,50,6.282,-0.585,-127.625,-7.784,-8.539,25.852,-22.196
Clayton Kershaw,477132,John Mayberry,460055,R,19677,1497120,5671878,Called Strike,"John Mayberry grounds out, third baseman Chone Figgins to first baseman Adrian Gonzalez.  ",Groundout,FF,S,93,85.3,3.61,1.66,-1,1,0,1,0.9,10.99,2.8,-0.35,3.097,0,1.572,50,6.311,-5.469,-136.086,-6.466,1.68,30.916,-11.565
Clayton Kershaw,477132,John Mayberry,460055,R,19677,1497120,5671879,Foul,"John Mayberry grounds out, third baseman Chone Figgins to first baseman Adrian Gonzalez.  ",Groundout,CU,S,74.8,69.2,3.61,1.66,-1,1,0,1,-1.46,-7.29,13.8,-0.157,2.012,0,1.277,50,6.62,-2.68,-109.67,-0.436,-1.758,21.776,-40.861
Clayton Kershaw,477132,John Mayberry,460055,R,19677,1497120,5671880,"In play, out(s)","John Mayberry grounds out, third baseman Chone Figgins to first baseman Adrian Gonzalez.  ",Groundout,FF,X,93,85.4,3.61,1.66,-1,1,0,1,1.08,14.24,1.8,0.225,1.691,0,1.318,50,6.238,-3.305,-135.927,-11.15,2.015,30.659,-5.549
Clayton Kershaw,477132,Fausto Carmona,433584,R,19677,1497121,5671881,Foul,Roberto Hernandez strikes out swinging.  ,Strikeout,FF,S,90.7,82.1,3.53,1.65,-1,1,0,1,0.54,13.87,2.2,-0.359,3.056,0,1.537,50,6.261,-5.116,-132.758,-6.835,0.952,33.256,-7.798
Clayton Kershaw,477132,Fausto Carmona,433584,R,19677,1497121,5671882,Called Strike,Roberto Hernandez strikes out swinging.  ,Strikeout,FF,S,92.5,83.4,3.53,1.65,-1,1,0,1,-2.62,14.88,2.1,0.541,2.211,0,1.521,50,6.254,-1.699,-135.377,-9.728,-4.74,36.003,-5.14
Clayton Kershaw,477132,Fausto Carmona,433584,R,19677,1497121,5671883,Swinging Strike (Blocked),Roberto Hernandez strikes out swinging.  ,Strikeout,CU,S,73.7,68.7,3.53,1.65,-1,1,0,1,-2.53,-6.51,13.9,-0.11,1.096,0,1.305,50,6.623,-2.31,-108.041,-2.395,-2.963,20.441,-39.726
Clayton Kershaw,477132,Jimmy Rollins,276519,R,19677,1497127,5671902,Called Strike,Jimmy Rollins doubles (7) on a line drive to left fielder Carl Crawford.  ,Double,FF,S,91.2,83.1,3.34,1.51,-1,1,0,1,0.18,11.33,3.1,-0.475,2.862,0,1.528,50,6.335,-5.31,-133.41,-6.831,0.313,31.798,-11.916
Clayton Kershaw,477132,Jimmy Rollins,276519,R,19677,1497127,5671903,Foul,Jimmy Rollins doubles (7) on a line drive to left fielder Carl Crawford.  ,Double,CU,S,73.6,68,3.34,1.51,-1,1,0,1,-3.79,-9.39,15.3,-0.359,0.972,0,1.412,50,6.611,-2.699,-107.901,-1.725,-4.37,22.779,-42.922
Clayton Kershaw,477132,Jimmy Rollins,276519,R,19677,1497127,5671904,"In play, no out",Jimmy Rollins doubles (7) on a line drive to left fielder Carl Crawford.  ,Double,SL,X,86.6,78.8,3.34,1.51,-1,1,0,1,-1.08,6.31,5.9,0.008,2.623,0,1.613,50,6.373,-3.643,-126.932,-4.898,-1.733,30.604,-21.996
Clayton Kershaw,477132,Carlos Ruiz,434563,R,19677,1497128,5671905,Ball,Carlos Ruiz walks.  ,Walk,FF,B,91.9,85,3.14,1.45,-1,1,0,1,-1.3,12.98,2.2,-0.966,3.227,0,1.208,50,6.398,-5.337,-134.523,-6.904,-2.403,27.701,-8.182
Clayton Kershaw,477132,Carlos Ruiz,434563,R,19677,1497128,5671906,Ball In Dirt,Carlos Ruiz walks.  ,Walk,FF,B,92.1,84.3,3.14,1.45,-1,1,0,1,-0.21,12.58,2.8,-0.304,0.602,0,1.392,50,6.106,-4.41,-134.383,-12.783,-0.384,31.65,-9.308
Clayton Kershaw,477132,Carlos Ruiz,434563,R,19677,1497128,5671907,Ball,Carlos Ruiz walks.  ,Walk,FF,B,93.2,84.5,3.14,1.45,-1,1,0,1,-1.7,13.12,2.3,0.956,2.571,0,1.506,50,6.289,-0.884,-136.484,-8.491,-3.142,34.921,-7.775
Clayton Kershaw,477132,Carlos Ruiz,434563,R,19677,1497128,5671908,Called Strike,Carlos Ruiz walks.  ,Walk,FF,S,92.5,83.8,3.14,1.45,-1,1,0,1,1.18,13.32,2.4,0.529,1.897,0,1.383,50,6.238,-2.666,-135.283,-10.016,2.139,34.717,-7.877
