Pitcher,PitcherID,Batter,BatterID,hitside,game_id,ab_id,pitch_id,des,result,event,pitch_type,called,start_speed,end_speed,sz_top,sz_bot,sz_left,sz_right,sz_back,sz_front,xmove,zmove,break_length,xend,zend,yend,xstart,ystart,zstart,xvel,yvel,zvel,xacc,yacc,zacc
string,numeric,string,numeric,string,numeric,numeric,numeric,string,string,string,enum,enum,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
Clayton Kershaw,477132,Paul Konerko,117244,R,19820,1507890,5713540,Ball,"Paul Konerko grounds out, third baseman Justin Turner to first baseman Adrian Gonzalez.  ",Groundout,CU,B,72.8,67.1,3.39,1.67,-1,1,0,1,-4.21,-5.55,14.3,0.539,-0.045,0,1.424,50,6.278,-0.709,-106.721,-3.98,-4.729,22.839,-38.33
Clayton Kershaw,477132,Paul Konerko,117244,R,19820,1507890,5713541,Foul,"Paul Konerko grounds out, third baseman Justin Turner to first baseman Adrian Gonzalez.  ",Groundout,SL,S,86.3,79.3,3.39,1.66,-1,1,0,1,-2.2,6.17,5.9,-0.602,3.077,0,1.711,50,6.125,-5.047,-126.41,-3.132,-3.537,27.329,-22.179
Clayton Kershaw,477132,Paul Konerko,117244,R,19820,1507890,5713542,Ball,"Paul Konerko grounds out, third baseman Justin Turner to first baseman Adrian Gonzalez.  ",Groundout,FF,B,92.8,84.9,3.55,1.71,-1,1,0,1,-2.78,12.76,2.7,-0.018,1.324,0,1.557,50,5.876,-3.241,-135.67,-10.55,-5.138,32.125,-8.523
Clayton Kershaw,477132,Paul Konerko,117244,R,19820,1507890,5713543,Ball,"Paul Konerko grounds out, third baseman Justin Turner to first baseman Adrian Gonzalez.  ",Groundout,SL,B,88,81.5,3.55,1.74,-1,1,0,1,-2.8,6.36,5.6,1.531,1.44,0,1.994,50,5.887,-0.253,-128.889,-7.117,-4.715,26.609,-21.387
Clayton Kershaw,477132,Paul Konerko,117244,R,19820,1507890,5713544,"In play, out(s)","Paul Konerko grounds out, third baseman Justin Turner to first baseman Adrian Gonzalez.  ",Groundout,FF,X,92.7,85,3.39,1.66,-1,1,0,1,-0.23,10.26,3.1,-0.479,3.104,0,1.476,50,6.027,-5.149,-135.695,-5.373,-0.418,31.009,-13.056
Clayton Kershaw,477132,Adam Eaton,594809,L,19820,1507891,5713545,Called Strike,Adam Eaton strikes out swinging.  ,Strikeout,FF,S,91.7,84.6,3.17,1.49,-1,1,0,1,0.12,11.23,3,0.202,1.937,0,1.685,50,5.913,-3.974,-134.216,-8.358,0.212,28.582,-11.585
Clayton Kershaw,477132,Adam Eaton,594809,L,19820,1507891,5713546,Called Strike,Adam Eaton strikes out swinging.  ,Strikeout,SL,S,87.3,80.5,3.22,1.51,-1,1,0,1,0.14,9.72,4.3,0.622,1.918,0,1.812,50,6.156,-3.044,-127.809,-7.503,0.224,26.721,-16.052
Clayton Kershaw,477132,Adam Eaton,594809,L,19820,1507891,5713547,Swinging Strike,Adam Eaton strikes out swinging.  ,Strikeout,CU,S,73.8,68.1,3.17,1.49,-1,1,0,1,-4.39,-8.16,14.8,-0.973,1.239,0,1.365,50,6.377,-3.745,-108.149,-1.064,-5.1,22.361,-41.568
Clayton Kershaw,477132,Conor Gillaspie,543216,L,19820,1507896,5713567,Called Strike,"Conor Gillaspie grounds out, third baseman Justin Turner to first baseman Adrian Gonzalez.  ",Groundout,FF,S,92.1,83.4,3.42,1.71,-1,1,0,1,0.12,13.59,2.3,-0.174,1.711,0,1.619,50,5.948,-4.769,-134.649,-9.73,0.217,34.406,-7.626
Clayton Kershaw,477132,Conor Gillaspie,543216,L,19820,1507896,5713568,Foul,"Conor Gillaspie grounds out, third baseman Justin Turner to first baseman Adrian Gonzalez.  ",Groundout,SL,S,87.6,80.3,3.28,1.63,-1,1,0,1,-0.69,5.46,6,-0.813,1.918,0,1.719,50,6.045,-6.158,-128.256,-5.819,-1.132,29.264,-23.099
Clayton Kershaw,477132,Conor Gillaspie,543216,L,19820,1507896,5713569,Ball,"Conor Gillaspie grounds out, third baseman Justin Turner to first baseman Adrian Gonzalez.  ",Groundout,SL,B,88,81.1,3.38,1.71,-1,1,0,1,-2.88,5.35,6.5,-0.429,-0.776,0,1.798,50,5.806,-4.682,-128.486,-12.01,-4.755,29.45,-23.257
Clayton Kershaw,477132,Conor Gillaspie,543216,L,19820,1507896,5713570,Ball,"Conor Gillaspie grounds out, third baseman Justin Turner to first baseman Adrian Gonzalez.  ",Groundout,FF,B,89.5,80.6,3.38,1.63,-1,1,0,1,1.04,10.78,4.4,0.529,-0.885,0,1.927,50,5.822,-3.894,-130.496,-14.276,1.732,35.603,-14.096
Clayton Kershaw,477132,Conor Gillaspie,543216,L,19820,1507896,5713571,Foul,"Conor Gillaspie grounds out, third baseman Justin Turner to first baseman Adrian Gonzalez.  ",Groundout,SL,S,87.8,81,3.28,1.63,-1,1,0,1,-1.91,5.31,5.8,0.087,3.788,0,1.897,50,6.143,-3.97,-128.751,-1.425,-3.203,26.798,-23.187
Clayton Kershaw,477132,Conor Gillaspie,543216,L,19820,1507896,5713572,"In play, out(s)","Conor Gillaspie grounds out, third baseman Justin Turner to first baseman Adrian Gonzalez.  ",Groundout,FF,X,93.9,86.3,3.28,1.63,-1,1,0,1,1.92,12.06,2.5,-0.639,1.665,0,1.564,50,5.94,-6.635,-137.215,-9.883,3.648,30.854,-9.149
Clayton Kershaw,477132,Tyler Flowers,452095,R,19820,1507897,5713573,Foul,Tyler Flowers strikes out swinging.  ,Strikeout,FF,S,93.2,84.9,3.46,1.57,-1,1,0,1,-0.4,13.42,2,-0.228,2.797,0,1.663,50,6.002,-4.93,-136.359,-7.263,-0.754,32.922,-7.105
Clayton Kershaw,477132,Tyler Flowers,452095,R,19820,1507897,5713574,Ball,Tyler Flowers strikes out swinging.  ,Strikeout,CU,B,74.2,68,3.46,1.57,-1,1,0,1,-2.91,-7.5,14.4,-0.251,1.153,0,1.499,50,6.429,-2.917,-108.788,-1.581,-3.387,23.989,-40.845
Clayton Kershaw,477132,Tyler Flowers,452095,R,19820,1507897,5713575,Foul,Tyler Flowers strikes out swinging.  ,Strikeout,FF,S,92.6,84.7,3.46,1.57,-1,1,0,1,-0.57,13.48,2.1,-0.655,2.28,0,1.6,50,6.004,-5.81,-135.347,-8.557,-1.042,31.452,-7.266
Clayton Kershaw,477132,Tyler Flowers,452095,R,19820,1507897,5713576,Ball,Tyler Flowers strikes out swinging.  ,Strikeout,SL,B,89.5,81.2,3.51,1.57,-1,1,0,1,-6.23,7.87,6.1,-0.682,-0.912,0,1.55,50,5.82,-3.633,-130.515,-13.433,-10.455,34.586,-18.906
Clayton Kershaw,477132,Tyler Flowers,452095,R,19820,1507897,5713577,Swinging Strike (Blocked),Tyler Flowers strikes out swinging.  ,Strikeout,SL,S,86.4,79.4,3.46,1.57,-1,1,0,1,-3.9,7.06,6.1,-0.429,0.468,0,1.599,50,5.866,-3.782,-126.393,-9.214,-6.234,28.572,-20.809
Clayton Kershaw,477132,Moises Sierra,501213,R,19820,1507898,5713578,Foul,Moises Sierra singles on a ground ball to pitcher Clayton Kershaw.  ,Single,FF,S,92.9,84.8,3.4,1.53,-1,1,0,1,-1.32,11.96,2.6,-0.339,2.946,0,1.539,50,6.031,-4.564,-136.029,-6.392,-2.444,32.744,-9.931
Clayton Kershaw,477132,Moises Sierra,501213,R,19820,1507898,5713579,"In play, no out",Moises Sierra singles on a ground ball to pitcher Clayton Kershaw.  ,Single,CU,X,72.9,67.2,3.4,1.53,-1,1,0,1,-3.58,-7.13,14.4,0.796,2.139,0,1.479,50,6.438,-0.462,-106.985,0.573,-4.076,21.301,-40.229
Clayton Kershaw,477132,Jose Quintana,500779,R,19820,1507899,5713580,Ball,Jose Quintana called out on strikes.  ,Strikeout,FF,B,92.6,84.7,3.61,1.74,-1,1,0,1,0.29,11.42,2.9,-1.652,2.101,0,1.261,50,5.959,-7.854,-135.269,-8.185,0.526,31.646,-11.102
Clayton Kershaw,477132,Jose Quintana,500779,R,19820,1507899,5713581,Called Strike,Jose Quintana called out on strikes.  ,Strikeout,FF,S,93,84.9,3.69,1.74,-1,1,0,1,-0.1,12.23,2.5,-0.931,2.43,0,1.425,50,5.984,-6.266,-135.972,-7.743,-0.177,32.429,-9.411
Clayton Kershaw,477132,Jose Quintana,500779,R,19820,1507899,5713582,Foul,Jose Quintana called out on strikes.  ,Strikeout,FF,S,92.9,84.7,3.56,1.7,-1,1,0,1,-1.56,9.44,3.6,-0.297,2.794,0,1.443,50,5.946,-4.114,-136.127,-5.692,-2.885,33.499,-14.615
Clayton Kershaw,477132,Jose Quintana,500779,R,19820,1507899,5713583,Called Strike,Jose Quintana called out on strikes.  ,Strikeout,CU,S,73.9,67.6,3.65,1.67,-1,1,0,1,-5.02,-8.95,14.8,-0.568,3.356,0,1.17,50,6.592,-2.305,-108.365,3.17,-5.831,22.949,-42.501
Clayton Kershaw,477132,Adam Eaton,594809,L,19820,1507903,5713594,Foul Tip,"Adam Eaton grounds out, pitcher Clayton Kershaw to first baseman Adrian Gonzalez.  ",Groundout,SL,S,88.8,81.4,3.17,1.49,-1,1,0,1,-2.02,9.25,4.5,0.536,1.402,0,1.935,50,6.002,-2.902,-129.885,-8.539,-3.428,29.423,-16.43
Clayton Kershaw,477132,Adam Eaton,594809,L,19820,1507903,5713595,Foul,"Adam Eaton grounds out, pitcher Clayton Kershaw to first baseman Adrian Gonzalez.  ",Groundout,SL,S,87.4,80.3,3.17,1.49,-1,1,0,1,-1.89,6.12,5.8,0.418,2.193,0,1.979,50,6.175,-3.315,-127.967,-5.657,-3.107,28.128,-22.03
Clayton Kershaw,477132,Adam Eaton,594809,L,19820,1507903,5713596,Ball,"Adam Eaton grounds out, pitcher Clayton Kershaw to first baseman Adrian Gonzalez.  ",Groundout,CU,B,75.1,69.4,3.17,1.54,-1,1,0,1,-3.97,-7.42,14.3,-1.916,-0.024,0,1.235,50,6.205,-5.667,-109.952,-3.856,-4.746,23.747,-40.976
Clayton Kershaw,477132,Adam Eaton,594809,L,19820,1507903,5713597,Foul,"Adam Eaton grounds out, pitcher Clayton Kershaw to first baseman Adrian Gonzalez.  ",Groundout,CU,S,74.5,68.5,3.17,1.49,-1,1,0,1,-3,-8.28,14.4,0.391,2.048,0,1.475,50,6.416,-1.49,-109.315,0.453,-3.547,23.11,-41.908
Clayton Kershaw,477132,Adam Eaton,594809,L,19820,1507903,5713598,"In play, out(s)","Adam Eaton grounds out, pitcher Clayton Kershaw to first baseman Adrian Gonzalez.  ",Groundout,SL,X,87.8,81.2,3.17,1.49,-1,1,0,1,-4.69,4.82,6.5,-0.409,1.463,0,1.616,50,5.999,-3.59,-128.551,-6.756,-7.826,27.247,-24.058
Clayton Kershaw,477132,Gordon Beckham,493596,R,19820,1507904,5713599,Foul,Gordon Beckham strikes out swinging.  ,Strikeout,FF,S,92.4,84.1,3.33,1.55,-1,1,0,1,-1.21,11.05,3.1,-0.189,2.686,0,1.51,50,5.976,-4.094,-135.27,-6.497,-2.213,33.142,-11.901
Clayton Kershaw,477132,Gordon Beckham,493596,R,19820,1507904,5713600,Ball,Gordon Beckham strikes out swinging.  ,Strikeout,FF,B,93.2,85.1,3.44,1.6,-1,1,0,1,0.15,10.16,3.1,-1.555,3.688,0,1.396,50,6.039,-7.969,-136.428,-3.858,0.276,32.743,-13.129
Clayton Kershaw,477132,Gordon Beckham,493596,R,19820,1507904,5713601,Foul,Gordon Beckham strikes out swinging.  ,Strikeout,CU,S,74.9,68.6,3.33,1.55,-1,1,0,1,-2.97,-5.99,13.5,0.537,1.812,0,1.353,50,6.412,-0.927,-109.796,-0.736,-3.547,23.526,-39.253
Clayton Kershaw,477132,Gordon Beckham,493596,R,19820,1507904,5713602,Swinging Strike,Gordon Beckham strikes out swinging.  ,Strikeout,SL,S,88.3,80.8,3.33,1.55,-1,1,0,1,-1.46,7.82,5.1,-0.057,1.409,0,1.776,50,5.933,-4.172,-129.239,-7.739,-2.442,29.946,-19.025
Clayton Kershaw,477132,Jose Abreu,547989,R,19820,1507905,5713603,Foul,"Jose Abreu grounds out, pitcher Clayton Kershaw to first baseman Adrian Gonzalez.  ",Groundout,FF,S,89.1,81.5,3.48,1.57,-1,1,0,1,-1.27,9.18,4.3,-0.259,2.386,0,1.573,50,6.055,-4.277,-130.462,-6.203,-2.158,30.168,-16.444
Clayton Kershaw,477132,Jose Abreu,547989,R,19820,1507905,5713604,Ball,"Jose Abreu grounds out, pitcher Clayton Kershaw to first baseman Adrian Gonzalez.  ",Groundout,FF,B,93.1,85.5,3.66,1.71,-1,1,0,1,-0.44,10.37,3.1,-1.202,2.883,0,1.565,50,5.903,-7.28,-136.296,-5.758,-0.831,30.925,-12.67
Clayton Kershaw,477132,Jose Abreu,547989,R,19820,1507905,5713605,Swinging Strike,"Jose Abreu grounds out, pitcher Clayton Kershaw to first baseman Adrian Gonzalez.  ",Groundout,CU,S,75.5,69.4,3.48,1.57,-1,1,0,1,-2.7,-8.25,14.5,-0.06,-0.189,0,1.371,50,6.138,-2.333,-110.594,-3.908,-3.254,24.953,-42.024
Clayton Kershaw,477132,Jose Abreu,547989,R,19820,1507905,5713606,Ball,"Jose Abreu grounds out, pitcher Clayton Kershaw to first baseman Adrian Gonzalez.  ",Groundout,FF,B,93.4,84.8,3.65,1.57,-1,1,0,1,-0.09,12.15,2.3,1.144,3.424,0,1.644,50,6.044,-1.309,-136.82,-5.284,-0.17,34.211,-9.406
Clayton Kershaw,477132,Jose Abreu,547989,R,19820,1507905,5713607,Foul,"Jose Abreu grounds out, pitcher Clayton Kershaw to first baseman Adrian Gonzalez.  ",Groundout,CU,S,74.1,68,3.48,1.57,-1,1,0,1,-4.77,-8.47,14.7,0.093,2.397,0,1.256,50,6.481,-1.162,-108.666,1.196,-5.578,22.84,-42.009
Clayton Kershaw,477132,Jose Abreu,547989,R,19820,1507905,5713608,"In play, out(s)","Jose Abreu grounds out, pitcher Clayton Kershaw to first baseman Adrian Gonzalez.  ",Groundout,FF,X,93.4,85.1,3.48,1.57,-1,1,0,1,-0.7,10.43,3.3,-1.005,1.689,0,1.62,50,5.865,-6.794,-136.543,-8.83,-1.306,33.853,-12.673
Clayton Kershaw,477132,Tyler Flowers,452095,R,19820,1507916,5713649,Ball,"Tyler Flowers grounds out, third baseman Justin Turner to first baseman Adrian Gonzalez.  ",Groundout,FF,B,91.3,82.8,3.54,1.57,-1,1,0,1,-0.34,12.35,2.6,0.316,3.687,0,1.621,50,6.207,-3.308,-133.773,-4.681,-0.603,33.409,-10.107
Clayton Kershaw,477132,Tyler Flowers,452095,R,19820,1507916,5713650,Called Strike,"Tyler Flowers grounds out, third baseman Justin Turner to first baseman Adrian Gonzalez.  ",Groundout,FF,S,91.6,83.3,3.55,1.7,-1,1,0,1,-1.8,11.53,3.1,-0.308,2.389,0,1.471,50,5.992,-4.068,-134.08,-7.307,-3.221,33.011,-11.425
Clayton Kershaw,477132,Tyler Flowers,452095,R,19820,1507916,5713651,"In play, out(s)","Tyler Flowers grounds out, third baseman Justin Turner to first baseman Adrian Gonzalez.  ",Groundout,FF,X,92,84.3,3.46,1.57,-1,1,0,1,0.33,11.28,2.8,-0.984,3.193,0,1.445,50,6.08,-6.559,-134.687,-5.49,0.604,30.803,-11.496
Clayton Kershaw,477132,Moises Sierra,501213,R,19820,1507917,5713652,Called Strike,"Moises Sierra grounds out, shortstop Hanley Ramirez to first baseman Adrian Gonzalez.  ",Groundout,FF,S,92.3,83.6,3.47,1.62,-1,1,0,1,1.51,13.64,2.1,0.186,2.675,0,1.67,50,5.968,-4.448,-135.055,-7.332,2.748,34.052,-7.332
Clayton Kershaw,477132,Moises Sierra,501213,R,19820,1507917,5713653,Ball,"Moises Sierra grounds out, shortstop Hanley Ramirez to first baseman Adrian Gonzalez.  ",Groundout,CU,B,73.5,67.4,3.4,1.6,-1,1,0,1,-2.09,-7.96,14.9,-0.506,0.698,0,1.425,50,6.354,-3.49,-107.744,-2.078,-2.383,23.968,-41.177
Clayton Kershaw,477132,Moises Sierra,501213,R,19820,1507917,5713654,"In play, out(s)","Moises Sierra grounds out, shortstop Hanley Ramirez to first baseman Adrian Gonzalez.  ",Groundout,FF,X,92.3,84.2,3.4,1.53,-1,1,0,1,1.96,12.87,2.5,-0.542,1.773,0,1.516,50,5.943,-6.133,-134.94,-9.438,3.578,32.225,-8.61
Clayton Kershaw,477132,Jose Quintana,500779,R,19820,1507918,5713655,Called Strike,Jose Quintana strikes out swinging.  ,Strikeout,FF,S,92.4,84,3.7,1.79,-1,1,0,1,1.06,12.01,2.8,-0.508,1.485,0,1.599,50,5.902,-5.946,-135.101,-9.764,1.93,33.927,-10.261
Clayton Kershaw,477132,Jose Quintana,500779,R,19820,1507918,5713656,Foul,Jose Quintana strikes out swinging.  ,Strikeout,FF,S,93.1,84.8,3.56,1.7,-1,1,0,1,1.34,9.35,3.5,-0.301,3.078,0,1.592,50,6.03,-5.533,-136.266,-5.156,2.485,33.132,-14.711
Clayton Kershaw,477132,Jose Quintana,500779,R,19820,1507918,5713657,Swinging Strike,Jose Quintana strikes out swinging.  ,Strikeout,CU,S,74.1,68.2,3.56,1.7,-1,1,0,1,-4.23,-7.13,14.2,-0.141,1.533,0,1.302,50,6.448,-1.904,-108.593,-0.935,-4.947,22.594,-40.444
Clayton Kershaw,477132,Dayan Viciedo,493364,R,19820,1507922,5713669,Called Strike,Dayan Viciedo lines out to right fielder Yasiel Puig.  ,Lineout,FF,S,92.3,84.3,3.52,1.64,-1,1,0,1,-0.55,10.79,3.1,-0.015,2.59,0,1.574,50,5.966,-4.035,-135.195,-6.657,-1.013,32.113,-12.327
Clayton Kershaw,477132,Dayan Viciedo,493364,R,19820,1507922,5713670,"In play, out(s)",Dayan Viciedo lines out to right fielder Yasiel Puig.  ,Lineout,CU,X,72.4,66,3.31,1.56,-1,1,0,1,-5.51,-8.02,15.2,0.258,2.432,0,1.444,50,6.597,-0.981,-106.122,1.283,-6.095,23.21,-40.97
Clayton Kershaw,477132,Alexei Ramirez,493351,R,19820,1507923,5713671,Ball,Alexei Ramirez singles on a ground ball to left fielder Matt Kemp.  ,Single,FF,B,91.3,83.3,3.52,1.59,-1,1,0,1,0.95,13.46,2.2,-0.979,2.809,0,1.635,50,5.962,-7.188,-133.573,-6.748,1.7,31.598,-8.038
Clayton Kershaw,477132,Alexei Ramirez,493351,R,19820,1507923,5713672,Called Strike,Alexei Ramirez singles on a ground ball to left fielder Matt Kemp.  ,Single,FF,S,91.6,83.2,3.52,1.59,-1,1,0,1,0.63,14.59,1.8,-0.892,2.683,0,1.471,50,6.093,-6.424,-133.91,-7.822,1.131,32.889,-5.99
Clayton Kershaw,477132,Alexei Ramirez,493351,R,19820,1507923,5713673,Foul,Alexei Ramirez singles on a ground ball to left fielder Matt Kemp.  ,Single,SL,S,86.8,79.5,3.52,1.59,-1,1,0,1,-2.37,6.29,5.9,-0.04,1.947,0,1.67,50,6.027,-3.503,-127.062,-5.802,-3.837,28.521,-21.923
Clayton Kershaw,477132,Alexei Ramirez,493351,R,19820,1507923,5713674,Ball,Alexei Ramirez singles on a ground ball to left fielder Matt Kemp.  ,Single,SL,B,87.8,81.1,3.68,1.7,-1,1,0,1,-3.19,5.28,6.6,-0.723,-1.138,0,1.632,50,5.822,-4.886,-128.003,-12.869,-5.246,28.687,-23.427
Clayton Kershaw,477132,Alexei Ramirez,493351,R,19820,1507923,5713675,Foul,Alexei Ramirez singles on a ground ball to left fielder Matt Kemp.  ,Single,SL,S,84.7,78.2,3.52,1.59,-1,1,0,1,-3.13,6.17,6.4,-0.313,1.555,0,1.76,50,5.975,-4.071,-123.953,-6.194,-4.857,25.53,-22.527
Clayton Kershaw,477132,Alexei Ramirez,493351,R,19820,1507923,5713676,Ball,Alexei Ramirez singles on a ground ball to left fielder Matt Kemp.  ,Single,FF,B,91.3,83.9,3.68,1.73,-1,1,0,1,1.01,12.19,2.8,-0.199,1.429,0,1.624,50,5.788,-5.139,-133.455,-9.534,1.81,29.527,-10.184
Clayton Kershaw,477132,Alexei Ramirez,493351,R,19820,1507923,5713677,"In play, no out",Alexei Ramirez singles on a ground ball to left fielder Matt Kemp.  ,Single,FF,X,92.8,84.8,3.52,1.59,-1,1,0,1,1.52,11.3,2.9,-0.416,2.234,0,1.507,50,5.95,-5.663,-135.746,-7.828,2.813,32.03,-11.196
Clayton Kershaw,477132,Conor Gillaspie,543216,L,19820,1507924,5713678,Ball,Conor Gillaspie called out on strikes.  ,Strikeout,FF,B,93.8,85.8,3.42,1.68,-1,1,0,1,2.35,10.77,3.1,-1.142,1.315,0,1.396,50,5.869,-7.659,-136.936,-10.073,4.429,32.686,-11.824
Clayton Kershaw,477132,Conor Gillaspie,543216,L,19820,1507924,5713679,Swinging Strike (Blocked),Conor Gillaspie called out on strikes.  ,Strikeout,SL,S,87.8,80.3,3.28,1.63,-1,1,0,1,-2.11,6.06,6.1,-0.577,0.653,0,1.621,50,5.937,-4.844,-128.315,-8.9,-3.467,30.316,-22.149
Clayton Kershaw,477132,Conor Gillaspie,543216,L,19820,1507924,5713680,Swinging Strike (Blocked),Conor Gillaspie called out on strikes.  ,Strikeout,SL,S,87.1,80,3.28,1.63,-1,1,0,1,-4.58,9.89,5,-0.614,0.763,0,1.675,50,5.91,-4.247,-127.371,-9.697,-7.446,28.48,-16.01
Clayton Kershaw,477132,Conor Gillaspie,543216,L,19820,1507924,5713681,Ball In Dirt,Conor Gillaspie called out on strikes.  ,Strikeout,SL,B,87.4,80.6,3.35,1.63,-1,1,0,1,-4.01,6.11,6.2,-0.988,0.724,0,1.471,50,5.93,-4.881,-127.861,-8.725,-6.586,28.051,-22.054
Clayton Kershaw,477132,Conor Gillaspie,543216,L,19820,1507924,5713682,Called Strike,Conor Gillaspie called out on strikes.  ,Strikeout,FF,S,93.9,85.8,3.31,1.63,-1,1,0,1,0.94,12.91,2.2,-0.797,1.756,0,1.495,50,5.906,-6.517,-137.21,-9.776,1.781,32.773,-7.701
Clayton Kershaw,477132,Tyler Flowers,452095,R,19820,1507925,5713683,Foul,Tyler Flowers lines out to left fielder Matt Kemp.  ,Lineout,FF,S,92.8,84.9,3.46,1.57,-1,1,0,1,-0.49,10.93,3,-0.933,2.634,0,1.419,50,6.048,-6.112,-135.725,-6.894,-0.914,31.939,-11.874
Clayton Kershaw,477132,Tyler Flowers,452095,R,19820,1507925,5713684,"In play, out(s)",Tyler Flowers lines out to left fielder Matt Kemp.  ,Lineout,FF,X,92.4,84.1,3.46,1.57,-1,1,0,1,-0.57,11.86,2.8,-0.402,2.332,0,1.322,50,6.015,-4.38,-135.169,-7.813,-1.041,32.946,-10.428
Clayton Kershaw,477132,Adam Eaton,594809,L,19820,1507930,5713696,Called Strike,Adam Eaton grounds out to first baseman Adrian Gonzalez.  ,Groundout,FF,S,92.5,84.5,3.32,1.55,-1,1,0,1,-1.03,12.26,2.5,-0.448,2.959,0,1.497,50,6.042,-4.825,-135.456,-6.421,-1.894,32.235,-9.541
Clayton Kershaw,477132,Adam Eaton,594809,L,19820,1507930,5713697,Ball,Adam Eaton grounds out to first baseman Adrian Gonzalez.  ,Groundout,SL,B,88.3,81.5,3.17,1.49,-1,1,0,1,-2.42,5.58,6.1,-0.483,0.347,0,1.812,50,5.907,-5.036,-129.084,-9.653,-4.051,28.552,-22.753
Clayton Kershaw,477132,Adam Eaton,594809,L,19820,1507930,5713698,"In play, out(s)",Adam Eaton grounds out to first baseman Adrian Gonzalez.  ,Groundout,SL,X,89,81.7,3.17,1.49,-1,1,0,1,-2.45,5.3,6,-0.353,1.304,0,1.873,50,5.924,-4.888,-130.261,-7.321,-4.159,30.052,-23.086
Clayton Kershaw,477132,Gordon Beckham,493596,R,19820,1507931,5713699,Called Strike,Gordon Beckham singles on a line drive to center fielder Scott Van Slyke.  ,Single,FF,S,92.5,85,3.42,1.61,-1,1,0,1,-1.16,11.11,2.9,-0.977,2.662,0,1.357,50,5.967,-5.83,-135.364,-6.663,-2.147,30.175,-11.537
Clayton Kershaw,477132,Gordon Beckham,493596,R,19820,1507931,5713700,Foul,Gordon Beckham singles on a line drive to center fielder Scott Van Slyke.  ,Single,CU,S,74.1,68,3.33,1.55,-1,1,0,1,-4.3,-8.6,14.7,0.367,2.408,0,1.386,50,6.461,-0.982,-108.632,1.296,-5.033,22.604,-42.173
Clayton Kershaw,477132,Gordon Beckham,493596,R,19820,1507931,5713701,Ball,Gordon Beckham singles on a line drive to center fielder Scott Van Slyke.  ,Single,SL,B,89.6,82,3.38,1.57,-1,1,0,1,-2.41,5.71,5.3,1.08,4.208,0,1.887,50,6.183,-1.279,-131.356,-0.816,-4.18,29.568,-22.193
Clayton Kershaw,477132,Gordon Beckham,493596,R,19820,1507931,5713702,"In play, no out",Gordon Beckham singles on a line drive to center fielder Scott Van Slyke.  ,Single,FF,X,93.6,85.2,3.33,1.55,-1,1,0,1,0.74,12.27,2.3,0.19,2.658,0,1.52,50,5.914,-3.837,-137.064,-7.082,1.388,33.843,-9.059
Clayton Kershaw,477132,Jose Abreu,547989,R,19820,1507932,5713703,Foul,Jose Abreu homers (16) on a line drive to left field.   Gordon Beckham scores.  ,Home Run,FF,S,92.8,85.2,3.48,1.57,-1,1,0,1,0.23,10.22,3.1,-0.819,3.218,0,1.238,50,6.056,-5.589,-135.955,-5.167,0.421,31.03,-13.056
Clayton Kershaw,477132,Jose Abreu,547989,R,19820,1507932,5713704,"In play, run(s)",Jose Abreu homers (16) on a line drive to left field.   Gordon Beckham scores.  ,Home Run,SL,X,88.2,81.1,3.48,1.57,-1,1,0,1,-0.82,5.69,5.7,-0.397,2.79,0,1.612,50,6.155,-4.842,-129.225,-4.144,-1.374,28.202,-22.528
Clayton Kershaw,477132,Dayan Viciedo,493364,R,19820,1507933,5713705,Foul,"Dayan Viciedo grounds out, second baseman Chone Figgins to first baseman Adrian Gonzalez.  ",Groundout,FF,S,93,85.7,3.31,1.56,-1,1,0,1,-0.87,10.76,2.9,-0.331,3.1,0,1.585,50,5.975,-4.847,-136.16,-5.525,-1.64,29.537,-11.879
Clayton Kershaw,477132,Dayan Viciedo,493364,R,19820,1507933,5713706,"In play, out(s)","Dayan Viciedo grounds out, second baseman Chone Figgins to first baseman Adrian Gonzalez.  ",Groundout,CU,X,74.4,68.3,3.31,1.56,-1,1,0,1,-2.17,-7.28,14.1,0.738,1.825,0,1.523,50,6.433,-1.076,-109.067,-0.297,-2.558,23.145,-40.679
Clayton Kershaw,477132,Alexei Ramirez,493351,R,19820,1507934,5713707,Ball,"Alexei Ramirez grounds out, second baseman Chone Figgins to first baseman Adrian Gonzalez.  ",Groundout,FF,B,92.4,84.8,3.75,1.67,-1,1,0,1,1.25,13.94,1.7,0.478,3.29,0,1.698,50,6.106,-3.69,-135.337,-6.334,2.312,30.282,-6.308
Clayton Kershaw,477132,Alexei Ramirez,493351,R,19820,1507934,5713708,"In play, out(s)","Alexei Ramirez grounds out, second baseman Chone Figgins to first baseman Adrian Gonzalez.  ",Groundout,FF,X,92.3,84.7,3.52,1.59,-1,1,0,1,-1.26,12.24,2.5,-0.056,3.337,0,1.483,50,6.084,-3.665,-135.164,-5.53,-2.323,30.363,-9.535
Clayton Kershaw,477132,Adam Eaton,594809,L,19820,1507939,5713720,"In play, out(s)",Adam Eaton flies out to center fielder Scott Van Slyke.  ,Flyout,FF,X,91.6,83.7,3.17,1.49,-1,1,0,1,-0.37,13.05,2.3,0.214,3.069,0,1.718,50,6.106,-3.846,-134.204,-6.403,-0.663,31.533,-8.509
