Pitcher,PitcherID,Batter,BatterID,hitside,game_id,ab_id,pitch_id,des,result,pitch_type,called,start_speed,end_speed,sz_top,sz_bot,xmove,zmove,break_length,xend,zend,yend,xstart,ystart,zstart,xvel,yvel,zvel,xacc,yacc,zacc
string,numeric,string,numeric,string,numeric,numeric,numeric,string,string,string,string,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
Felix Hernandez,433587,Michael Choice,574831,R,19317,1469902,5567130,Called Strike,"Michael Choice grounds out, pitcher Felix Hernandez to first baseman Justin Smoak.  ",FF,S,92.4,84.1,3.42,1.55,-6.63,8.57,4.6,0.609,2.562,0,-2.336,50,6.125,10.083,-134.951,-6.332,-12.081,32.789,-16.487
Felix Hernandez,433587,Michael Choice,574831,R,19317,1469902,5567131,Ball,"Michael Choice grounds out, pitcher Felix Hernandez to first baseman Justin Smoak.  ",SI,B,92.7,84.9,3.38,1.55,-10.1,3.15,7.2,-1.164,1.504,0,-2.564,50,6.052,7.221,-135.552,-7.186,-18.6,32.385,-26.303
Felix Hernandez,433587,Michael Choice,574831,R,19317,1469902,5567132,"In play, out(s)","Michael Choice grounds out, pitcher Felix Hernandez to first baseman Justin Smoak.  ",SL,X,85.6,79.6,3.12,1.31,0.75,-2.78,9.5,0.848,1.871,0,-2.41,50,6.126,7.818,-125.212,-3.144,1.186,24.94,-36.514
Felix Hernandez,433587,Elvis Andrus,462101,R,19317,1469903,5567133,Called Strike,Elvis Andrus walks.  ,SI,S,92.4,84.6,3.54,1.59,-5.93,4.42,5.8,0.043,2.978,0,-2.384,50,6.091,8.503,-135.158,-3.777,-10.885,31.396,-23.975
Felix Hernandez,433587,Elvis Andrus,462101,R,19317,1469903,5567134,Ball,Elvis Andrus walks.  ,FF,B,92.1,84.7,3.3,1.59,-3.67,6.73,4.8,-1.369,2.589,0,-2.346,50,6.086,3.868,-134.942,-5.598,-6.752,30.231,-19.729
Felix Hernandez,433587,Elvis Andrus,462101,R,19317,1469903,5567135,Ball,Elvis Andrus walks.  ,SI,B,92.5,84.9,3.34,1.63,-8.71,4.88,6.1,1.088,2.883,0,-2.323,50,6.062,12.098,-135.043,-4.125,-16.048,30.178,-23.117
Felix Hernandez,433587,Elvis Andrus,462101,R,19317,1469903,5567136,Ball,Elvis Andrus walks.  ,SL,B,86.5,79.5,3.34,1.63,0.07,-1.55,9.1,1.379,1.311,0,-2.117,50,6.072,8.653,-126.502,-4.853,0.116,29.34,-34.575
Felix Hernandez,433587,Elvis Andrus,462101,R,19317,1469903,5567137,Ball,Elvis Andrus walks.  ,SI,B,92.7,84.6,3.5,1.59,-7.06,5.01,5.9,-1.059,2.99,0,-2.298,50,6.184,5.746,-135.759,-4.23,-13.014,33.102,-22.873
Felix Hernandez,433587,Mitchell Moreland,519048,L,19317,1469919,5567196,Ball,Mitch Moreland grounds out sharply to first baseman Justin Smoak.  ,CU,B,78.9,71.6,3.75,1.65,8.31,-10.48,14.9,0.721,1.193,0,-2.237,50,6.158,4.232,-115.647,-0.959,10.796,29.695,-45.713
Felix Hernandez,433587,Mitchell Moreland,519048,L,19317,1469919,5567197,Foul,Mitch Moreland grounds out sharply to first baseman Justin Smoak.  ,CH,S,90.9,82,3.58,1.65,-9.24,5.88,6.3,-1.143,3.093,0,-2.234,50,6.081,5.949,-133.129,-3.583,-16.178,34.993,-21.81
Felix Hernandez,433587,Mitchell Moreland,519048,L,19317,1469919,5567198,Ball,Mitch Moreland grounds out sharply to first baseman Justin Smoak.  ,CU,B,78.9,71.9,3.67,1.8,7.72,-11.69,15.1,1.125,1.927,0,-2.046,50,6.32,4.892,-115.576,0.647,10.086,28.278,-47.381
Felix Hernandez,433587,Mitchell Moreland,519048,L,19317,1469919,5567199,Ball,Mitch Moreland grounds out sharply to first baseman Justin Smoak.  ,FF,B,91.2,83,3.71,1.92,-1.43,6.11,5.3,0.895,1.929,0,-2.185,50,5.964,8.534,-133.292,-6.474,-2.525,33.001,-21.282
Felix Hernandez,433587,Mitchell Moreland,519048,L,19317,1469919,5567200,Foul,Mitch Moreland grounds out sharply to first baseman Justin Smoak.  ,CH,S,91.4,82.4,3.58,1.65,-11.08,4.73,7.1,-1.01,2.646,0,-2.213,50,6.089,6.891,-133.866,-4.459,-19.58,35.964,-23.746
Felix Hernandez,433587,Mitchell Moreland,519048,L,19317,1469919,5567201,"In play, out(s)",Mitch Moreland grounds out sharply to first baseman Justin Smoak.  ,FF,X,92,83.5,3.58,1.65,-0.08,5.47,5.4,0.175,2.077,0,-2.152,50,6.107,6.158,-134.699,-6.398,-0.147,35.113,-22.266
Felix Hernandez,433587,Donnie Murphy,430906,R,19317,1469920,5567202,Called Strike,"Donnie Murphy grounds out sharply, third baseman Kyle Seager to first baseman Justin Smoak.  ",CH,S,91.5,82.4,3.67,1.76,-9,3.47,7.2,-0.22,1.497,0,-2.154,50,5.877,8.079,-133.763,-6.445,-15.831,36.598,-25.991
Felix Hernandez,433587,Donnie Murphy,430906,R,19317,1469920,5567203,Swinging Strike,"Donnie Murphy grounds out sharply, third baseman Kyle Seager to first baseman Justin Smoak.  ",SL,S,85,77.4,3.41,1.56,1.69,-3.19,10.2,0.625,1.171,0,-2.247,50,6.047,6.445,-124.41,-4.231,2.571,31.194,-36.966
Felix Hernandez,433587,Donnie Murphy,430906,R,19317,1469920,5567204,Foul,"Donnie Murphy grounds out sharply, third baseman Kyle Seager to first baseman Justin Smoak.  ",CH,S,90,82.7,3.41,1.56,-6.09,-1.79,8.7,-0.169,1.669,0,-2.196,50,6.109,7.292,-131.725,-4.69,-10.58,30.872,-35.219
Felix Hernandez,433587,Donnie Murphy,430906,R,19317,1469920,5567205,"In play, out(s)","Donnie Murphy grounds out sharply, third baseman Kyle Seager to first baseman Justin Smoak.  ",SL,X,84.4,77.5,3.41,1.56,2.71,-4.95,10.8,0.126,1.985,0,-2.311,50,6.065,5.059,-123.651,-1.723,4.136,28.197,-39.642
Felix Hernandez,433587,Adrian Beltre,134181,R,19317,1469935,5567251,Foul,Adrian Beltre walks.  ,FF,S,92.6,83.4,3.59,1.65,-5.49,6.66,5.2,-0.406,2.347,0,-2.289,50,6.037,6.859,-135.487,-5.977,-9.933,36.784,-20.035
Felix Hernandez,433587,Adrian Beltre,134181,R,19317,1469935,5567252,Foul,Adrian Beltre walks.  ,CU,S,81.4,73.6,3.59,1.65,9.2,-12.07,15,0.552,1.61,0,-2.481,50,6.307,4.271,-119.368,-0.322,12.694,32.398,-48.749
Felix Hernandez,433587,Adrian Beltre,134181,R,19317,1469935,5567253,Ball,Adrian Beltre walks.  ,CH,B,91.2,83.7,3.78,1.79,-10.09,0.56,8.5,-0.878,-0.348,0,-2.326,50,5.857,7.206,-133.15,-10.268,-17.87,32.282,-31.103
Felix Hernandez,433587,Adrian Beltre,134181,R,19317,1469935,5567254,Ball,Adrian Beltre walks.  ,CH,B,89.5,83.2,3.78,1.75,-6.8,-0.76,8.4,0.414,1.112,0,-2.303,50,6.064,9.305,-130.816,-6.337,-11.804,27.026,-33.424
Felix Hernandez,433587,Adrian Beltre,134181,R,19317,1469935,5567255,Foul,Adrian Beltre walks.  ,FF,S,93.3,85.2,3.59,1.65,-0.26,9.61,3.5,0.695,2.299,0,-2.037,50,6.124,7.417,-136.482,-7.613,-0.481,33.247,-14.176
Felix Hernandez,433587,Adrian Beltre,134181,R,19317,1469935,5567256,Foul,Adrian Beltre walks.  ,SL,S,87,80.2,3.59,1.65,6.91,-3.19,10,0.53,1.712,0,-2.314,50,6.14,4.875,-127.436,-3.633,11.219,29.302,-37.28
Felix Hernandez,433587,Adrian Beltre,134181,R,19317,1469935,5567257,Foul,Adrian Beltre walks.  ,SI,S,93.9,86.1,3.59,1.65,-6.86,4.38,6,0.807,1.614,0,-1.848,50,6.021,9.567,-137.193,-7.485,-12.966,32.629,-23.82
Felix Hernandez,433587,Adrian Beltre,134181,R,19317,1469935,5567258,Ball,Adrian Beltre walks.  ,SI,B,93.4,85.4,3.7,1.67,-8.05,3.81,6.6,-2.106,1.62,0,-2.233,50,6.059,3.144,-136.753,-7.269,-15.054,33.797,-24.976
Felix Hernandez,433587,Adrian Beltre,134181,R,19317,1469935,5567259,Foul,Adrian Beltre walks.  ,SL,S,87,80.7,3.59,1.65,1.73,-3.49,9.6,1.493,1.574,0,-2.219,50,5.976,8.746,-127.278,-3.507,2.829,27.202,-37.795
Felix Hernandez,433587,Adrian Beltre,134181,R,19317,1469935,5567260,Foul,Adrian Beltre walks.  ,CU,S,81.8,74.7,3.59,1.65,7.29,-11.59,14.4,-0.227,1.177,0,-2.141,50,6.245,2.273,-119.974,-1.475,10.287,30.131,-48.447
Felix Hernandez,433587,Adrian Beltre,134181,R,19317,1469935,5567261,Ball,Adrian Beltre walks.  ,CH,B,91.9,84.2,3.78,1.87,-3.44,-2.18,8.6,-0.547,0.947,0,-2.135,50,6.097,5.362,-134.455,-6.747,-6.201,33.57,-36.019
Felix Hernandez,433587,Donnie Murphy,430906,R,19317,1469938,5567272,Called Strike,Donnie Murphy strikes out swinging.  ,SL,S,83.9,76.9,3.7,1.71,1.77,-5.35,10.8,-0.482,3.052,0,-2.229,50,6.192,3.666,-123.005,0.744,2.668,27.644,-40.182
Felix Hernandez,433587,Donnie Murphy,430906,R,19317,1469938,5567273,Swinging Strike,Donnie Murphy strikes out swinging.  ,CU,S,81.7,75.8,3.41,1.56,8.72,-6.45,12.4,0.674,1.373,0,-1.998,50,6.15,3.628,-119.739,-2.459,12.536,25.274,-41.374
Felix Hernandez,433587,Donnie Murphy,430906,R,19317,1469938,5567274,Ball In Dirt,Donnie Murphy strikes out swinging.  ,CH,B,91.2,83.8,3.66,1.79,-7.04,-1.04,8.6,-0.026,0.14,0,-2.107,50,5.981,7.832,-133.191,-8.792,-12.494,31.94,-33.949
Felix Hernandez,433587,Donnie Murphy,430906,R,19317,1469938,5567275,Swinging Strike,Donnie Murphy strikes out swinging.  ,SL,S,86.8,80.4,3.41,1.56,2.46,-3.18,9.6,0.548,1.209,0,-2.177,50,5.945,6.02,-127.051,-4.403,4.005,27.444,-37.269
Felix Hernandez,433587,Leonys Martin,547982,L,19317,1469939,5567276,Called Strike,Leonys Martin strikes out on a foul tip.  ,SI,S,93.6,85.9,3.42,1.59,-8.28,4.86,6.1,-1.016,1.97,0,-2.03,50,6.012,5.631,-137.072,-6.656,-15.632,32.353,-22.925
Felix Hernandez,433587,Leonys Martin,547982,L,19317,1469939,5567277,Swinging Strike (Blocked),Leonys Martin strikes out on a foul tip.  ,CU,S,82.4,76,3.21,1.48,5.69,-8.72,13,0.457,0.854,0,-2.093,50,6.08,4.288,-120.803,-2.905,8.241,27.931,-44.723
Felix Hernandez,433587,Leonys Martin,547982,L,19317,1469939,5567278,Ball In Dirt,Leonys Martin strikes out on a foul tip.  ,SL,B,85.4,80,3.42,1.63,6.61,-3.27,10.2,1.35,0.339,0,-1.703,50,6.063,5.416,-125.023,-6.586,10.477,24.98,-37.281
Felix Hernandez,433587,Leonys Martin,547982,L,19317,1469939,5567279,Foul,Leonys Martin strikes out on a foul tip.  ,CH,S,91,83.3,3.21,1.48,-5.53,0.36,7.8,-1.246,1.576,0,-2.1,50,6.075,4.107,-133.284,-5.76,-9.809,32.364,-31.454
Felix Hernandez,433587,Leonys Martin,547982,L,19317,1469939,5567280,Foul Tip,Leonys Martin strikes out on a foul tip.  ,CH,S,90.9,83.7,3.21,1.48,-6.6,-2.81,9.1,-1.283,1.359,0,-2.163,50,5.938,4.545,-133.111,-4.902,-11.742,30.961,-37.104
Felix Hernandez,433587,Michael Choice,574831,R,19317,1469954,5567331,Ball,"Michael Choice grounds out, second baseman Robinson Cano to first baseman Justin Smoak.  ",SL,B,84.8,78.1,3.46,1.51,0.46,-1.71,9.3,0.858,2.16,0,-2.368,50,6.1,7.726,-124.105,-2.495,0.707,27.127,-34.741
Felix Hernandez,433587,Michael Choice,574831,R,19317,1469954,5567332,"In play, out(s)","Michael Choice grounds out, second baseman Robinson Cano to first baseman Justin Smoak.  ",CH,X,91.7,83.1,3.12,1.31,-7.25,4.23,6.3,0.457,2.704,0,-2.314,50,6.006,9.745,-134.129,-4.002,-12.954,34.231,-24.551
Felix Hernandez,433587,Leonys Martin,547982,L,19317,1469962,5567356,"In play, no out",Leonys Martin singles on a line drive to center fielder Abraham Almonte.   Mitch Moreland to 3rd.    Donnie Murphy to 2nd.  ,CH,X,91.5,82.8,3.21,1.48,-10.91,5.12,7,-0.804,1.572,0,-1.978,50,5.975,6.766,-133.833,-7.121,-19.332,35.054,-23.035
Felix Hernandez,433587,Prince Fielder,425902,L,19317,1469966,5567368,Foul,"Prince Fielder grounds out softly, pitcher Felix Hernandez to first baseman Justin Smoak.   Michael Choice to 2nd.  ",CH,S,88.8,81.3,3.24,1.58,-6.16,1.26,7.7,-0.858,2.216,0,-2.126,50,6.084,5.278,-130.053,-4.018,-10.419,30.396,-29.96
Felix Hernandez,433587,Prince Fielder,425902,L,19317,1469966,5567369,"In play, out(s)","Prince Fielder grounds out softly, pitcher Felix Hernandez to first baseman Justin Smoak.   Michael Choice to 2nd.  ",CH,X,88.3,81.5,3.24,1.58,-4.29,0.5,7.9,-1.096,2.009,0,-2.069,50,6.006,3.899,-129.364,-4.061,-7.234,28.008,-31.259
Felix Hernandez,433587,Alex Rios,425567,R,19317,1469974,5567402,Ball,Alex Rios lines out to right fielder Michael Saunders.  ,SI,B,92.4,83.9,3.95,1.96,-5.35,6.07,5.2,0.897,3.072,0,-2.294,50,6.019,10.29,-135.113,-3.834,-9.72,33.912,-21.057
Felix Hernandez,433587,Alex Rios,425567,R,19317,1469974,5567403,Called Strike,Alex Rios lines out to right fielder Michael Saunders.  ,SL,S,85.1,77.9,3.95,1.92,2.15,-5.35,10.7,-0.048,2.287,0,-2.412,50,5.989,5.096,-124.746,-0.788,3.334,29.312,-40.375
Felix Hernandez,433587,Alex Rios,425567,R,19317,1469974,5567404,Called Strike,Alex Rios lines out to right fielder Michael Saunders.  ,SI,S,93,84.7,3.95,1.92,-7.12,2.63,6.8,-0.073,1.744,0,-2.082,50,5.929,7.815,-135.973,-6.049,-13.117,34.262,-27.26
Felix Hernandez,433587,Alex Rios,425567,R,19317,1469974,5567405,"In play, out(s)",Alex Rios lines out to right fielder Michael Saunders.  ,FF,X,92.4,83.6,3.73,1.78,-0.68,5.86,5,0.384,3.695,0,-2.414,50,6.028,7.641,-135.246,-2.122,-1.231,35.029,-21.472
Felix Hernandez,433587,Robinson Chirinos,455139,R,19317,1469953,5567324,Ball,Robinson Chirinos flies out to left fielder Dustin Ackley.  ,CH,B,91.4,82.3,3.05,1.51,-6.9,3.04,7,-0.482,2.001,0,-2.254,50,5.982,6.948,-133.745,-5.254,-12.141,36.679,-26.751
Felix Hernandez,433587,Robinson Chirinos,455139,R,19317,1469953,5567325,Foul,Robinson Chirinos flies out to left fielder Dustin Ackley.  ,CH,S,91.2,82.4,3,1.37,-11.05,1.52,8.1,-1.056,2.96,0,-2.425,50,6.05,7.304,-133.469,-2.426,-19.479,34.866,-29.421
Felix Hernandez,433587,Robinson Chirinos,455139,R,19317,1469953,5567326,Swinging Strike,Robinson Chirinos flies out to left fielder Dustin Ackley.  ,SL,S,84.1,77.4,3,1.37,2.77,-6.8,11.7,1.021,1.199,0,-2.189,50,6.035,6.878,-123.127,-2.893,4.174,28.511,-42.345
Felix Hernandez,433587,Robinson Chirinos,455139,R,19317,1469953,5567327,Ball,Robinson Chirinos flies out to left fielder Dustin Ackley.  ,FF,B,92.2,83.8,3.14,1.55,-3.99,6.18,5.2,-1.787,2.941,0,-2.16,50,6.239,2.356,-135.156,-4.804,-7.253,34.035,-20.851
Felix Hernandez,433587,Robinson Chirinos,455139,R,19317,1469953,5567328,Ball,Robinson Chirinos flies out to left fielder Dustin Ackley.  ,CH,B,90.8,83,3.18,1.55,-11.34,0.46,8.7,0.117,0.655,0,-2.238,50,5.933,9.946,-132.533,-7.707,-19.874,32.219,-31.295
Felix Hernandez,433587,Robinson Chirinos,455139,R,19317,1469953,5567329,Foul,Robinson Chirinos flies out to left fielder Dustin Ackley.  ,FA,S,92,83.5,3,1.37,-8.15,2.63,7,0.136,2.623,0,-2.043,50,6.076,8.529,-134.593,-3.915,-14.673,34.256,-27.362
Felix Hernandez,433587,Robinson Chirinos,455139,R,19317,1469953,5567330,"In play, out(s)",Robinson Chirinos flies out to left fielder Dustin Ackley.  ,FA,X,92.3,82.3,3,1.37,-9.19,0.16,8.2,-0.901,2.893,0,-2.294,50,6.022,6.772,-135.219,-2.159,-16.352,40.147,-31.81
Felix Hernandez,433587,Donnie Murphy,430906,R,19317,1469961,5567353,Ball,Donnie Murphy singles on a line drive to left fielder Dustin Ackley.   Mitch Moreland to 2nd.  ,SL,B,83.4,76.6,3.63,1.67,0.69,-5.11,11.1,0.72,0.932,0,-2.175,50,5.967,6.707,-122.063,-3.74,1.02,28.328,-39.667
Felix Hernandez,433587,Donnie Murphy,430906,R,19317,1469961,5567354,Foul,Donnie Murphy singles on a line drive to left fielder Dustin Ackley.   Mitch Moreland to 2nd.  ,CH,S,90.3,81,3.41,1.56,-9.77,4.05,7.2,0.242,2.051,0,-2.028,50,6.064,9.081,-132.055,-5.42,-16.688,36.762,-25.181
Felix Hernandez,433587,Donnie Murphy,430906,R,19317,1469961,5567355,"In play, no out",Donnie Murphy singles on a line drive to left fielder Dustin Ackley.   Mitch Moreland to 2nd.  ,CH,X,87.8,80.5,3.41,1.56,-5.76,1.05,7.9,-1.32,2.868,0,-2.278,50,6.162,4.314,-128.713,-2.335,-9.562,29.251,-30.362
Felix Hernandez,433587,Elvis Andrus,462101,R,19317,1469965,5567363,Swinging Strike,Elvis Andrus out on a sacrifice fly to right fielder Michael Saunders.   Leonys Martin scores.    Robinson Chirinos to 3rd.  ,SL,S,83.5,75.9,3.11,1.42,1.43,-5.3,11.3,0.515,1.466,0,-2.258,50,6.089,6.176,-122.307,-2.664,2.1,30.633,-39.894
Felix Hernandez,433587,Elvis Andrus,462101,R,19317,1469965,5567364,Ball,Elvis Andrus out on a sacrifice fly to right fielder Michael Saunders.   Leonys Martin scores.    Robinson Chirinos to 3rd.  ,CH,B,88.1,80.8,3.42,1.67,-8.25,0.02,8.6,-1.314,1.815,0,-2.216,50,5.993,4.997,-129.077,-4.267,-13.747,30.008,-32.069
Felix Hernandez,433587,Elvis Andrus,462101,R,19317,1469965,5567365,Ball In Dirt,Elvis Andrus out on a sacrifice fly to right fielder Michael Saunders.   Leonys Martin scores.    Robinson Chirinos to 3rd.  ,CH,B,88.5,81.1,3.34,1.71,-8.17,-0.9,9.1,-0.65,0.56,0,-2.038,50,5.991,6.208,-129.392,-7.161,-13.636,30.981,-33.604
Felix Hernandez,433587,Elvis Andrus,462101,R,19317,1469965,5567366,Ball,Elvis Andrus out on a sacrifice fly to right fielder Michael Saunders.   Leonys Martin scores.    Robinson Chirinos to 3rd.  ,SL,B,83.2,75.9,3.26,1.71,3.07,-4.84,11,-1.119,2.374,0,-2.265,50,6.168,1.788,-122.056,-0.834,4.52,29.159,-39.233
Felix Hernandez,433587,Elvis Andrus,462101,R,19317,1469965,5567367,"In play, run(s)",Elvis Andrus out on a sacrifice fly to right fielder Michael Saunders.   Leonys Martin scores.    Robinson Chirinos to 3rd.  ,SI,X,91.1,81.9,3.11,1.42,-4.58,4.51,6.1,0.023,2.476,0,-1.989,50,5.903,6.775,-133.446,-4.262,-8.014,36.644,-24.211
Felix Hernandez,433587,Adrian Beltre,134181,R,19317,1469973,5567395,Ball,"Adrian Beltre grounds out, third baseman Kyle Seager to first baseman Justin Smoak.  ",SI,B,93.4,84.6,3.71,1.84,-7.06,6.08,6.1,-2.385,-0.332,0,-2.243,50,5.895,2.052,-136.431,-12.65,-12.949,37.557,-20.943
Felix Hernandez,433587,Adrian Beltre,134181,R,19317,1469973,5567396,Ball,"Adrian Beltre grounds out, third baseman Kyle Seager to first baseman Justin Smoak.  ",SI,B,94.2,85.4,3.79,1.8,-8.97,6.63,5.8,0.713,0.352,0,-2.012,50,5.807,10.441,-137.298,-10.99,-16.761,36.301,-19.705
Felix Hernandez,433587,Adrian Beltre,134181,R,19317,1469973,5567397,Swinging Strike,"Adrian Beltre grounds out, third baseman Kyle Seager to first baseman Justin Smoak.  ",SI,S,92.8,83.4,3.59,1.65,-10.23,1.79,7.7,-0.442,2.2,0,-2.181,50,6.014,8.104,-135.793,-4.642,-18.53,38.116,-28.868
Felix Hernandez,433587,Adrian Beltre,134181,R,19317,1469973,5567398,Ball,"Adrian Beltre grounds out, third baseman Kyle Seager to first baseman Justin Smoak.  ",SL,B,84.5,76.9,3.75,1.84,1.47,-5.64,10.8,-0.038,3.528,0,-2.328,50,6.227,5.087,-123.762,1.855,2.238,29.293,-40.679
Felix Hernandez,433587,Adrian Beltre,134181,R,19317,1469973,5567399,Foul,"Adrian Beltre grounds out, third baseman Kyle Seager to first baseman Justin Smoak.  ",SI,S,92.7,84.2,3.59,1.65,-6.79,3.83,6.4,0.29,1.413,0,-2.082,50,5.899,8.63,-135.551,-7.177,-12.38,35.008,-25.114
Felix Hernandez,433587,Adrian Beltre,134181,R,19317,1469973,5567400,Foul,"Adrian Beltre grounds out, third baseman Kyle Seager to first baseman Justin Smoak.  ",FF,S,92.6,84.2,3.59,1.65,1.48,3.7,6,1.51,2.425,0,-2.187,50,5.969,9.298,-135.458,-4.621,2.693,34.964,-25.352
Felix Hernandez,433587,Adrian Beltre,134181,R,19317,1469973,5567401,"In play, out(s)","Adrian Beltre grounds out, third baseman Kyle Seager to first baseman Justin Smoak.  ",CU,X,81.6,75,3.59,1.65,5.77,-10.15,13.5,-0.346,2.502,0,-2.328,50,6.26,2.894,-119.66,1.114,8.223,26.902,-46.555
Felix Hernandez,433587,Prince Fielder,425902,L,19317,1469904,5567138,Ball,"Prince Fielder lines into a double play, second baseman Robinson Cano to first baseman Justin Smoak.   Elvis Andrus doubled off 1st.  ",SI,B,93.5,84,3.35,1.64,-8.23,5.64,6,-2.339,2.64,0,-2.424,50,6.107,3.066,-137.035,-5.187,-15.157,39.122,-21.718
Felix Hernandez,433587,Prince Fielder,425902,L,19317,1469904,5567139,Foul,"Prince Fielder lines into a double play, second baseman Robinson Cano to first baseman Justin Smoak.   Elvis Andrus doubled off 1st.  ",SI,S,93.8,83.3,3.24,1.58,-8.6,5.24,6.2,-0.676,2.476,0,-2.146,50,6.128,6.867,-137.305,-5.492,-15.723,42.424,-22.524
Felix Hernandez,433587,Prince Fielder,425902,L,19317,1469904,5567140,"In play, out(s)","Prince Fielder lines into a double play, second baseman Robinson Cano to first baseman Justin Smoak.   Elvis Andrus doubled off 1st.  ",SI,X,92.7,83,3.24,1.58,-7.31,2.36,7,0.519,2.88,0,-1.663,50,6.195,8.252,-135.596,-3.48,-13.157,38.696,-27.841
Felix Hernandez,433587,Alex Rios,425567,R,19317,1469918,5567191,Called Strike,Alex Rios strikes out swinging.  ,CU,S,76.9,70.1,4.03,1.96,4.44,-8.82,13.9,-0.805,3.547,0,-2.469,50,6.539,2.401,-112.705,3.21,5.576,24.987,-43.182
Felix Hernandez,433587,Alex Rios,425567,R,19317,1469918,5567192,Swinging Strike,Alex Rios strikes out swinging.  ,SL,S,84,76.9,3.73,1.78,1.43,-2.1,9.9,1.337,1.311,0,-2.401,50,6.041,8.544,-122.818,-4.044,2.142,28.836,-35.244
Felix Hernandez,433587,Alex Rios,425567,R,19317,1469918,5567193,Foul,Alex Rios strikes out swinging.  ,CH,S,87.9,81.1,3.73,1.78,-3.45,0.02,8.2,0.459,1.146,0,-2.351,50,6.016,8.241,-128.482,-5.981,-5.733,28.309,-32.06
Felix Hernandez,433587,Alex Rios,425567,R,19317,1469918,5567194,Ball,Alex Rios strikes out swinging.  ,SL,B,83.4,76.5,3.95,1.88,2.67,-4.88,11,0.229,1.533,0,-2.515,50,5.943,5.738,-122.14,-2.334,3.959,28.147,-39.336
Felix Hernandez,433587,Alex Rios,425567,R,19317,1469918,5567195,Swinging Strike,Alex Rios strikes out swinging.  ,CH,S,89.4,81.9,3.73,1.78,-5.64,-2.55,9.1,-1.054,1.474,0,-2.381,50,6.03,5.287,-130.906,-4.605,-9.652,31.395,-36.467
Felix Hernandez,433587,Alex Rios,425567,R,19317,1469936,5567262,Ball,Alex Rios singles on a ground ball to shortstop Brad Miller.   Adrian Beltre to 2nd.  ,SL,B,86.5,78.6,3.95,1.99,1.1,-4.51,10.5,0.724,0.843,0,-2.17,50,6.026,6.793,-126.573,-4.844,1.727,33.048,-39.202
Felix Hernandez,433587,Alex Rios,425567,R,19317,1469936,5567263,Ball,Alex Rios singles on a ground ball to shortstop Brad Miller.   Adrian Beltre to 2nd.  ,SI,B,92.7,82.9,3.95,1.99,-9.24,6.21,6.1,0.86,1.575,0,-2.078,50,5.903,10.878,-135.248,-7.408,-16.542,38.773,-20.983
Felix Hernandez,433587,Alex Rios,425567,R,19317,1469936,5567264,"In play, no out",Alex Rios singles on a ground ball to shortstop Brad Miller.   Adrian Beltre to 2nd.  ,SI,X,93.4,84.2,3.73,1.78,-8.71,4.81,6.4,-0.24,1.751,0,-1.874,50,5.972,7.359,-136.591,-6.893,-16.008,37.602,-23.26
Felix Hernandez,433587,Mitchell Moreland,519048,L,19317,1469937,5567265,Swinging Strike,Mitch Moreland flies out to left fielder Dustin Ackley.   Adrian Beltre to 3rd.  ,SI,S,93.2,84.1,3.58,1.65,-5.59,5.72,5.6,-0.458,1.927,0,-2.048,50,6.059,6.158,-136.429,-6.95,-10.252,37.498,-21.601
Felix Hernandez,433587,Mitchell Moreland,519048,L,19317,1469937,5567266,Swinging Strike,Mitch Moreland flies out to left fielder Dustin Ackley.   Adrian Beltre to 3rd.  ,CU,S,81.8,74.7,3.58,1.65,9.06,-7.32,12.9,-0.133,1.742,0,-2.132,50,6.25,1.935,-119.928,-1.479,12.839,29.113,-42.471
Felix Hernandez,433587,Mitchell Moreland,519048,L,19317,1469937,5567267,Ball,Mitch Moreland flies out to left fielder Dustin Ackley.   Adrian Beltre to 3rd.  ,SI,B,94,85.7,3.66,1.75,-11.24,1.66,7.8,1.193,0.761,0,-1.764,50,5.904,11.865,-137.165,-8.436,-21.054,35.183,-28.999
Felix Hernandez,433587,Mitchell Moreland,519048,L,19317,1469937,5567268,Ball,Mitch Moreland flies out to left fielder Dustin Ackley.   Adrian Beltre to 3rd.  ,SI,B,94.3,84.7,3.66,1.75,-9.16,4.85,6.7,-1.174,0.578,0,-1.949,50,5.985,5.255,-137.757,-10.199,-17.028,40.001,-23.08
Felix Hernandez,433587,Mitchell Moreland,519048,L,19317,1469937,5567269,Ball In Dirt,Mitch Moreland flies out to left fielder Dustin Ackley.   Adrian Beltre to 3rd.  ,CU,B,82.5,77,3.58,1.65,6.6,-7.9,12.8,1.247,-0.591,0,-2.146,50,5.95,6.02,-120.749,-6.321,9.627,26.086,-43.629
Felix Hernandez,433587,Mitchell Moreland,519048,L,19317,1469937,5567270,Foul,Mitch Moreland flies out to left fielder Dustin Ackley.   Adrian Beltre to 3rd.  ,SI,S,94.6,86.7,3.58,1.65,-6.65,6.39,5.1,-1.238,2.565,0,-2.002,50,6.191,4.436,-138.523,-6.262,-12.828,32.958,-19.775
Felix Hernandez,433587,Mitchell Moreland,519048,L,19317,1469937,5567271,"In play, out(s)",Mitch Moreland flies out to left fielder Dustin Ackley.   Adrian Beltre to 3rd.  ,FF,X,94.4,85.6,3.58,1.65,-1.86,6.97,4.4,-1.155,2.762,0,-2.01,50,6.113,2.97,-138.318,-5.598,-3.54,36.27,-18.858
