Pitcher,PitcherID,Batter,BatterID,hitside,game_id,ab_id,pitch_id,des,result,pitch_type,called,start_speed,end_speed,sz_top,sz_bot,xmove,zmove,break_length,xend,zend,yend,xstart,ystart,zstart,xvel,yvel,zvel,xacc,yacc,zacc
string,numeric,string,numeric,string,numeric,numeric,numeric,string,string,string,string,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
Felix Hernandez,433587,Coco Crisp,424825,L,19007,1446332,5475602,Ball,Coco Crisp strikes out on a foul tip.  ,CU,B,80,73.9,3.22,1.48,5.55,-8.03,13.2,0.908,0.72,0,-2.213,50,6.018,5.511,-117.116,-2.777,7.571,25.873,-43.045
Felix Hernandez,433587,Coco Crisp,424825,L,19007,1446332,5475603,Foul,Coco Crisp strikes out on a foul tip.  ,CU,S,78,72.8,3.23,1.47,6.09,-7.7,13.2,-0.049,2.253,0,-2.128,50,6.203,2.911,-114.406,0.444,8.072,21.103,-42.309
Felix Hernandez,433587,Coco Crisp,424825,L,19007,1446332,5475604,Foul,Coco Crisp strikes out on a foul tip.  ,FF,S,92.1,85.4,3.23,1.47,-2.51,9.87,3.4,-0.822,2.347,0,-2.213,50,5.997,4.585,-134.875,-7.158,-4.653,27.567,-13.804
Felix Hernandez,433587,Coco Crisp,424825,L,19007,1446332,5475605,Foul Tip,Coco Crisp strikes out on a foul tip.  ,SI,S,88,83.1,3.23,1.47,-6.85,1.05,7.7,0.282,1.289,0,-1.921,50,5.935,7.942,-128.728,-6.01,-11.759,21.013,-30.306
Felix Hernandez,433587,Jed Lowrie,476704,L,19007,1446334,5475608,Called Strike,Jed Lowrie strikes out swinging.  ,CU,S,79.1,73.6,3.22,1.54,6.63,-8.75,13.4,-0.703,2.162,0,-2.291,50,6.116,1.663,-115.982,0.577,8.993,22.395,-43.98
Felix Hernandez,433587,Jed Lowrie,476704,L,19007,1446334,5475609,Foul,Jed Lowrie strikes out swinging.  ,SI,S,92.2,85.6,3.35,1.55,-7.79,5.56,5.9,-0.967,1.437,0,-2.331,50,5.824,6.344,-134.848,-7.627,-14.435,27.612,-21.802
Felix Hernandez,433587,Jed Lowrie,476704,L,19007,1446334,5475610,Foul,Jed Lowrie strikes out swinging.  ,FC,S,91.9,86.2,3.35,1.55,0.3,7.31,4.3,-0.085,1.924,0,-2.079,50,5.857,5.236,-134.541,-7.085,0.556,23.995,-18.438
Felix Hernandez,433587,Jed Lowrie,476704,L,19007,1446334,5475611,Swinging Strike,Jed Lowrie strikes out swinging.  ,SI,S,89,84.1,3.35,1.55,-6.74,2.45,7.1,-1.175,1.068,0,-2.185,50,5.801,4.906,-130.278,-6.944,-11.857,21.27,-27.785
Felix Hernandez,433587,John Jaso,444379,L,19007,1446340,5475631,Called Strike,"John Jaso singles on a line drive to second baseman Robinson Cano, deflected by first baseman Justin Smoak.  ",SI,S,92,85.5,3.54,1.61,-11.52,3.59,7.3,-0.91,1.6,0,-2.318,50,5.781,7.745,-134.55,-6.36,-21.275,27.102,-25.472
Felix Hernandez,433587,John Jaso,444379,L,19007,1446340,5475632,Called Strike,"John Jaso singles on a line drive to second baseman Robinson Cano, deflected by first baseman Justin Smoak.  ",CU,S,79.6,73.9,3.48,1.59,6.99,-9.95,13.8,-0.895,2.038,0,-2.297,50,6.046,1.14,-116.762,0.739,9.571,23.52,-45.729
Felix Hernandez,433587,John Jaso,444379,L,19007,1446340,5475633,Ball,"John Jaso singles on a line drive to second baseman Robinson Cano, deflected by first baseman Justin Smoak.  ",SI,B,88.9,84,3.53,1.76,-7.54,0.27,8.2,-0.852,-0.619,0,-2.102,50,5.753,5.766,-129.837,-10.333,-13.103,22.519,-31.639
Felix Hernandez,433587,John Jaso,444379,L,19007,1446340,5475634,Foul,"John Jaso singles on a line drive to second baseman Robinson Cano, deflected by first baseman Justin Smoak.  ",SI,S,88.1,82.6,3.56,1.64,-10.31,1.05,8.3,-1.425,2.002,0,-2.13,50,5.847,5.249,-129.038,-3.947,-17.64,23.047,-30.299
Felix Hernandez,433587,John Jaso,444379,L,19007,1446340,5475635,"In play, no out","John Jaso singles on a line drive to second baseman Robinson Cano, deflected by first baseman Justin Smoak.  ",CU,X,80.1,75.4,3.56,1.64,5.02,-8.01,12.7,0.129,1.199,0,-2.044,50,5.983,3.537,-117.454,-1.798,7.051,20.927,-43.361
Felix Hernandez,433587,Jed Lowrie,476704,L,19007,1446352,5475671,Ball,Jed Lowrie homers (1) on a fly ball to right center field.  ,SI,B,90.3,83.8,3.2,1.41,-8.09,5.62,5.9,-0.487,3.195,0,-2.269,50,5.925,7.426,-132.188,-2.941,-14.446,25.713,-22.071
Felix Hernandez,433587,Jed Lowrie,476704,L,19007,1446352,5475672,"In play, run(s)",Jed Lowrie homers (1) on a fly ball to right center field.  ,CU,X,79.2,73.7,3.35,1.55,5.64,-9.77,13.8,0.081,1.854,0,-2.147,50,6.069,3.421,-116.068,0.283,7.654,22.871,-45.353
Felix Hernandez,433587,Brandon Moss,461235,L,19007,1446353,5475673,"In play, no out",Brandon Moss singles on a line drive to center fielder Abraham Almonte.  ,SI,X,92,84.9,3.26,1.52,-7.67,5.33,5.9,-0.949,2.31,0,-2.211,50,5.815,6.008,-134.748,-5.134,-14.107,29.176,-22.305
Felix Hernandez,433587,Brandon Moss,461235,L,19007,1446360,5475713,Called Strike,Brandon Moss strikes out swinging.  ,SI,S,90.1,83,2.85,1.29,-7.79,7.23,5.5,-0.888,2.489,0,-2.181,50,5.984,6.002,-131.92,-5.381,-13.726,28.223,-19.363
Felix Hernandez,433587,Brandon Moss,461235,L,19007,1446360,5475714,Foul,Brandon Moss strikes out swinging.  ,SI,S,87.7,82.3,3.26,1.52,-6.17,0.3,8.1,-0.128,1.366,0,-2.007,50,5.952,6.838,-128.385,-5.498,-10.442,22.988,-31.6
Felix Hernandez,433587,Brandon Moss,461235,L,19007,1446360,5475715,Swinging Strike,Brandon Moss strikes out swinging.  ,FF,S,91.1,85.2,3.26,1.52,-0.88,8.18,4,-1.035,2.754,0,-2.224,50,6.039,3.462,-133.503,-5.5,-1.622,24.25,-17.084
Felix Hernandez,433587,Jed Lowrie,476704,L,19104,1453587,5503750,Ball,Jed Lowrie grounds out to first baseman Justin Smoak.  ,SI,B,94,85.1,3.31,1.54,-7.419,6.747,5.4,-1.631,2.016,0,-2.588,50,6.036,5.161,-137.628,-7.215,-13.924,36.672,-19.438
Felix Hernandez,433587,Jed Lowrie,476704,L,19104,1453587,5503751,Ball,Jed Lowrie grounds out to first baseman Justin Smoak.  ,CU,B,81,73.3,3.31,1.54,9.254,-9.969,13.9,-0.895,3.185,0,-2.544,50,6.487,1.051,-118.825,2.282,12.783,29.945,-45.871
Felix Hernandez,433587,Jed Lowrie,476704,L,19104,1453587,5503752,Foul,Jed Lowrie grounds out to first baseman Justin Smoak.  ,SI,S,92.8,84.5,3.31,1.54,-7.329,8.029,4.9,-0.907,2.488,0,-2.432,50,6.088,6.598,-135.766,-6.356,-13.507,33.217,-17.303
Felix Hernandez,433587,Jed Lowrie,476704,L,19104,1453587,5503753,Foul,Jed Lowrie grounds out to first baseman Justin Smoak.  ,SI,S,94.3,85.2,3.31,1.54,-8.561,8.072,5.2,-0.572,1.41,0,-2.329,50,6.113,7.715,-137.747,-9.525,-16.078,37.04,-16.94
Felix Hernandez,433587,Jed Lowrie,476704,L,19104,1453587,5503754,Ball,Jed Lowrie grounds out to first baseman Justin Smoak.  ,SI,B,92.3,85.2,3.31,1.54,-8.302,2.841,7.3,-0.255,-0.832,0,-2.356,50,5.896,8.417,-134.498,-12.737,-15.115,30.838,-26.928
Felix Hernandez,433587,Jed Lowrie,476704,L,19104,1453587,5503755,"In play, out(s)",Jed Lowrie grounds out to first baseman Justin Smoak.  ,SI,X,90.7,82.8,3.31,1.54,-7.234,-1.085,8.7,-0.201,0.736,0,-2.269,50,6.086,7.803,-132.61,-7.345,-12.627,33.579,-33.994
Felix Hernandez,433587,Josh Donaldson,518626,R,19104,1453603,5503810,Called Strike,Josh Donaldson flies out to right fielder Stefen Romero.  ,SL,S,83.8,76.5,3.31,1.51,3.304,-4.826,10.9,-0.011,2.681,0,-2.199,50,6.302,4.231,-122.808,-0.522,4.938,29.124,-39.313
Felix Hernandez,433587,Josh Donaldson,518626,R,19104,1453603,5503811,Ball,Josh Donaldson flies out to right fielder Stefen Romero.  ,SI,B,89.3,82.9,3.31,1.51,-7.65,2.602,7.4,0.906,0.567,0,-2.154,50,6.084,10.438,-130.275,-8.84,-13.179,26.75,-27.617
Felix Hernandez,433587,Josh Donaldson,518626,R,19104,1453603,5503812,Ball,Josh Donaldson flies out to right fielder Stefen Romero.  ,SI,B,91.8,81.6,3.31,1.51,-9.675,9.08,5.6,-1.996,3.155,0,-2.12,50,6.317,3.581,-134.512,-5.163,-17.013,40.108,-16.134
Felix Hernandez,433587,Josh Donaldson,518626,R,19104,1453603,5503813,Called Strike,Josh Donaldson flies out to right fielder Stefen Romero.  ,SI,S,91.9,81.3,3.31,1.51,-11.029,9.821,5.7,-0.997,2.624,0,-1.959,50,6.151,6.213,-134.553,-6.333,-19.314,41.342,-14.901
Felix Hernandez,433587,Josh Donaldson,518626,R,19104,1453603,5503814,"In play, out(s)",Josh Donaldson flies out to right fielder Stefen Romero.  ,SI,X,88.9,80.3,3.31,1.51,-7.95,4.439,7,-0.513,1.927,0,-2.15,50,6.23,6.768,-130.047,-6.065,-13.259,33.896,-24.697
Felix Hernandez,433587,Daric Barton,435558,L,19104,1453623,5503883,Swinging Strike,Daric Barton hit by pitch.  ,SI,S,91.2,82.2,3.47,1.48,-8.449,8.422,5.4,-1.291,2.314,0,-2.344,50,6.16,5.595,-133.533,-6.713,-14.858,35.745,-17.289
Felix Hernandez,433587,Daric Barton,435558,L,19104,1453623,5503884,Hit By Pitch,Daric Barton hit by pitch.  ,CU,B,82.3,75,3.47,1.48,7.979,-7.023,12.9,1.71,0.683,0,-1.914,50,6.237,6.081,-120.509,-4.047,11.323,31.059,-42.066
Felix Hernandez,433587,Daric Barton,435558,L,19104,1453635,5503932,Called Strike,Daric Barton strikes out swinging.  ,SI,S,93.4,85,3.47,1.48,-10.394,6.413,6.1,-0.78,1.999,0,-2.321,50,5.966,7.737,-136.603,-6.87,-19.345,34.303,-20.163
Felix Hernandez,433587,Daric Barton,435558,L,19104,1453635,5503933,Called Strike,Daric Barton strikes out swinging.  ,FF,S,93.9,85.8,3.47,1.48,-2.42,10.799,3.1,-0.738,1.906,0,-2.506,50,6.101,5.621,-137.348,-9.171,-4.578,33.121,-11.667
Felix Hernandez,433587,Daric Barton,435558,L,19104,1453635,5503934,Foul,Daric Barton strikes out swinging.  ,SI,S,92.6,84.8,3.47,1.48,-8.6,8.641,4.9,1.065,2.19,0,-1.842,50,6.113,10.709,-135.16,-7.396,-15.814,31.086,-16.21
Felix Hernandez,433587,Daric Barton,435558,L,19104,1453635,5503935,Ball,Daric Barton strikes out swinging.  ,SI,B,90.7,83.1,3.47,1.48,-8.018,2.678,7.3,-0.944,1.141,0,-2.126,50,6.034,5.788,-132.656,-7.496,-14.116,31.55,-27.386
Felix Hernandez,433587,Daric Barton,435558,L,19104,1453635,5503936,Swinging Strike,Daric Barton strikes out swinging.  ,CU,S,81.8,75.1,3.47,1.48,4.406,-7.364,12.5,1.05,1.499,0,-2.387,50,6.277,6.72,-119.831,-2.12,6.265,27.906,-42.571
Felix Hernandez,433587,Eric Sogard,519299,L,19104,1453643,5503966,Ball,Eric Sogard reaches on a fielding error by second baseman Robinson Cano.   Alberto Callaspo to 3rd.  ,SI,B,92.7,84.9,2.95,1.37,-6.111,7.257,4.9,-2.039,3.015,0,-2.066,50,6.17,2.191,-135.898,-4.952,-11.335,32.021,-18.639
Felix Hernandez,433587,Eric Sogard,519299,L,19104,1453643,5503967,Called Strike,Eric Sogard reaches on a fielding error by second baseman Robinson Cano.   Alberto Callaspo to 3rd.  ,CU,S,81.2,73.9,2.95,1.37,6.735,-7.14,12.6,0.168,2.848,0,-2.147,50,6.334,3.357,-119.066,0.951,9.404,28.684,-42.069
Felix Hernandez,433587,Eric Sogard,519299,L,19104,1453643,5503968,"In play, no out",Eric Sogard reaches on a fielding error by second baseman Robinson Cano.   Alberto Callaspo to 3rd.  ,SI,X,92,83.1,2.95,1.37,-6.46,7.145,5.2,-0.641,3.071,0,-1.843,50,6.11,5.375,-134.825,-4.362,-11.623,35.488,-19.245
Felix Hernandez,433587,Jed Lowrie,476704,L,19104,1453651,5503997,"In play, no out",Jed Lowrie singles on a line drive to left fielder Dustin Ackley.  ,SI,X,89.5,81.4,3.31,1.54,-8.724,1.303,8,-0.976,2.246,0,-2.356,50,6.214,6.439,-130.967,-4.361,-14.88,32.304,-29.878
Felix Hernandez,433587,Sam Fuld,453539,L,19104,1453586,5503745,Ball,Sam Fuld grounds out to first baseman Justin Smoak.  ,SI,B,91.4,83,3.04,1.4,-9.985,7.83,5.9,-0.142,0.965,0,-2.654,50,5.962,9.941,-133.273,-9.563,-17.654,33.172,-18.256
Felix Hernandez,433587,Sam Fuld,453539,L,19104,1453586,5503746,Ball,Sam Fuld grounds out to first baseman Justin Smoak.  ,SI,B,92.6,84.3,3.04,1.4,-7.922,6.803,5.6,-1.611,2.311,0,-2.517,50,6.133,5.139,-135.557,-6.477,-14.526,33.647,-19.626
Felix Hernandez,433587,Sam Fuld,453539,L,19104,1453586,5503747,Foul,Sam Fuld grounds out to first baseman Justin Smoak.  ,SI,S,91.5,83.9,3.04,1.4,-7.318,6.291,5.6,0.658,2.409,0,-2.219,50,6.127,10.075,-133.678,-5.844,-13.171,30.271,-20.778
Felix Hernandez,433587,Sam Fuld,453539,L,19104,1453586,5503748,Called Strike,Sam Fuld grounds out to first baseman Justin Smoak.  ,SI,S,93.7,84.7,3.04,1.4,-8.652,7.571,5.3,0.287,1.954,0,-2.273,50,6.017,9.851,-136.809,-7.506,-16.052,36.101,-18.053
Felix Hernandez,433587,Sam Fuld,453539,L,19104,1453586,5503749,"In play, out(s)",Sam Fuld grounds out to first baseman Justin Smoak.  ,FF,X,93.5,84.1,3.04,1.4,-4.612,10.024,3.8,-0.268,2.304,0,-2.416,50,6.055,7.323,-136.711,-7.454,-8.493,37.741,-13.643
Felix Hernandez,433587,Derek Norris,519083,R,19104,1453598,5503791,Ball,Derek Norris strikes out swinging.  ,SL,B,85.2,78.6,3.3,1.45,0.015,-1.567,9.4,2.098,0.819,0,-2.005,50,6.134,10.029,-124.465,-5.938,0.023,27.666,-34.529
Felix Hernandez,433587,Derek Norris,519083,R,19104,1453598,5503792,Called Strike,Derek Norris strikes out swinging.  ,SI,S,91.2,81.7,3.3,1.45,-9.621,5.062,6.7,-0.316,2.72,0,-2.251,50,6.109,8.257,-133.486,-4.332,-16.786,37.558,-23.268
Felix Hernandez,433587,Derek Norris,519083,R,19104,1453598,5503793,Swinging Strike,Derek Norris strikes out swinging.  ,SL,S,84.4,76.5,3.3,1.45,1.485,-2.457,10,0.211,1.517,0,-2.239,50,6.098,5.439,-123.686,-3.611,2.228,31.971,-35.785
Felix Hernandez,433587,Derek Norris,519083,R,19104,1453598,5503794,Swinging Strike (Blocked),Derek Norris strikes out swinging.  ,SI,S,90.7,82.3,3.3,1.45,-7.425,2.549,7.5,0.225,0.489,0,-2.044,50,6.026,8.356,-132.448,-8.976,-12.862,34.853,-27.686
Felix Hernandez,433587,Jed Lowrie,476704,L,19104,1453602,5503808,Ball,Jed Lowrie lines out to center fielder Abraham Almonte.  ,SI,B,90.8,82.1,3.31,1.54,-8.497,9.546,5.2,-0.781,1.136,0,-2.12,50,6.038,6.325,-132.617,-9.731,-14.794,34.263,-15.479
Felix Hernandez,433587,Jed Lowrie,476704,L,19104,1453602,5503809,"In play, out(s)",Jed Lowrie lines out to center fielder Abraham Almonte.  ,SI,X,91.2,82.3,3.31,1.54,-10.363,6.475,6.4,-1.118,2.361,0,-2.306,50,6.107,6.594,-133.467,-5.802,-18.239,35.232,-20.704
Felix Hernandez,433587,Alberto Callaspo,430948,L,19104,1453618,5503866,Ball,"Alberto Callaspo grounds out, second baseman Robinson Cano to first baseman Justin Smoak.  ",SI,B,94,84.9,3.03,1.42,-10.172,5.614,6.5,-1.17,1.258,0,-2.346,50,5.911,6.685,-137.43,-8.458,-18.951,37.792,-21.641
Felix Hernandez,433587,Alberto Callaspo,430948,L,19104,1453618,5503867,Foul,"Alberto Callaspo grounds out, second baseman Robinson Cano to first baseman Justin Smoak.  ",SI,S,93.3,83.9,3.03,1.42,-9.747,4.307,6.7,-1.419,2.524,0,-2.495,50,6.03,6.225,-136.567,-4.802,-17.893,37.921,-24.194
Felix Hernandez,433587,Alberto Callaspo,430948,L,19104,1453618,5503868,Called Strike,"Alberto Callaspo grounds out, second baseman Robinson Cano to first baseman Justin Smoak.  ",CU,S,80.9,74.3,3.03,1.42,5.705,-9.071,13.2,-0.222,2.495,0,-2.36,50,6.473,3.251,-118.618,0.396,7.973,26.739,-44.777
Felix Hernandez,433587,Alberto Callaspo,430948,L,19104,1453618,5503869,Ball,"Alberto Callaspo grounds out, second baseman Robinson Cano to first baseman Justin Smoak.  ",FF,B,93.3,84.5,3.03,1.42,-3.835,9.963,3.8,-1.301,1.49,0,-2.568,50,6.029,4.709,-136.443,-9.555,-7.079,35.865,-13.71
Felix Hernandez,433587,Alberto Callaspo,430948,L,19104,1453618,5503870,"In play, out(s)","Alberto Callaspo grounds out, second baseman Robinson Cano to first baseman Justin Smoak.  ",SI,X,91.1,83.7,3.03,1.42,-7.003,-1.007,8.5,-0.647,1.079,0,-2.332,50,6.093,6.789,-133.267,-6.655,-12.444,31.818,-33.889
Felix Hernandez,433587,Derek Norris,519083,R,19104,1453634,5503927,Called Strike,Derek Norris strikes out swinging.  ,SI,S,92.6,84,3.3,1.45,-9.403,7.261,5.8,-0.117,1.501,0,-2.055,50,6.02,8.361,-135.245,-8.406,-17.093,34.602,-18.9
Felix Hernandez,433587,Derek Norris,519083,R,19104,1453634,5503928,Ball,Derek Norris strikes out swinging.  ,SL,B,86.1,79.1,3.3,1.45,2.626,-2.049,9.5,1.566,1.471,0,-2.286,50,6.127,8.67,-125.96,-4.342,4.148,29.61,-35.336
Felix Hernandez,433587,Derek Norris,519083,R,19104,1453634,5503929,Ball,Derek Norris strikes out swinging.  ,SL,B,86.5,79,3.3,1.45,0.903,0.903,8.2,1.189,1.625,0,-2.134,50,6.212,7.946,-126.537,-5.18,1.436,30.388,-30.664
Felix Hernandez,433587,Derek Norris,519083,R,19104,1453634,5503930,Swinging Strike,Derek Norris strikes out swinging.  ,SI,S,92.3,82.6,3.3,1.45,-10.732,6.199,6.5,-0.706,2.243,0,-2.139,50,6.022,7.409,-134.987,-5.93,-19.153,38.349,-21.037
Felix Hernandez,433587,Derek Norris,519083,R,19104,1453634,5503931,Swinging Strike,Derek Norris strikes out swinging.  ,SI,S,91.4,83.4,3.3,1.45,-9.764,2.795,7.5,-0.007,1.426,0,-2.181,50,6.185,9.015,-133.549,-7.298,-17.378,32.651,-27.126
Felix Hernandez,433587,Daric Barton,435558,L,19104,1453642,5503960,Swinging Strike,Daric Barton strikes out swinging.  ,CU,S,81.8,74.4,3.47,1.48,7.081,-7.765,13,0.335,1.323,0,-2.071,50,6.234,3.483,-119.949,-2.251,9.971,30.427,-43.035
Felix Hernandez,433587,Daric Barton,435558,L,19104,1453642,5503961,Ball,Daric Barton strikes out swinging.  ,SI,B,90.2,82,3.47,1.48,-7.065,9.334,5,-0.129,0.92,0,-1.992,50,6.079,7.172,-131.751,-10.229,-12.202,32.53,-15.979
Felix Hernandez,433587,Daric Barton,435558,L,19104,1453642,5503962,Ball,Daric Barton strikes out swinging.  ,SI,B,92.6,84.1,3.47,1.48,-6.376,8.166,4.9,-1.101,1.441,0,-1.891,50,6.079,4.285,-135.417,-9.064,-11.627,34.504,-17.208
Felix Hernandez,433587,Daric Barton,435558,L,19104,1453642,5503963,Foul,Daric Barton strikes out swinging.  ,SI,S,92.9,84.6,3.47,1.48,-8.203,9.94,4.6,-0.497,2.166,0,-2.016,50,5.986,6.889,-135.838,-7.61,-15.133,33.275,-13.764
Felix Hernandez,433587,Daric Barton,435558,L,19104,1453642,5503964,Ball,Daric Barton strikes out swinging.  ,FF,B,93.1,83.9,3.47,1.48,-0.379,10.213,3.4,-1.358,2.403,0,-1.874,50,6.018,1.505,-136.393,-7.12,-0.695,37.227,-13.358
Felix Hernandez,433587,Daric Barton,435558,L,19104,1453642,5503965,Swinging Strike,Daric Barton strikes out swinging.  ,SI,S,90.6,82.8,3.47,1.48,-7.424,3.355,6.9,-0.518,1.898,0,-1.936,50,6.185,6.194,-132.662,-6.126,-13.039,32.218,-26.208
Felix Hernandez,433587,Sam Fuld,453539,L,19104,1453650,5503994,Called Strike,Sam Fuld strikes out swinging.  ,CU,S,79.6,72.2,3.04,1.4,6.88,-8.637,13.7,-0.215,2.217,0,-2.44,50,6.391,3.035,-116.674,0.129,9.156,29.005,-43.595
Felix Hernandez,433587,Sam Fuld,453539,L,19104,1453650,5503995,Swinging Strike,Sam Fuld strikes out swinging.  ,SI,S,88.7,80.6,3.04,1.4,-7.375,2.069,7.7,-0.363,1.791,0,-2.249,50,6.092,7.215,-129.838,-5.29,-12.322,32.591,-28.643
Felix Hernandez,433587,Sam Fuld,453539,L,19104,1453650,5503996,Swinging Strike,Sam Fuld strikes out swinging.  ,FC,S,91.9,82.9,3.04,1.4,-0.228,10.494,3.4,-0.603,2.937,0,-2.103,50,6.142,4.022,-134.532,-5.897,-0.408,35.592,-13.32
Felix Hernandez,433587,Yoenis Cespedes,493316,R,19104,1453654,5504007,Foul,Yoenis Cespedes strikes out swinging.  ,SI,S,93.3,83.5,3.45,1.52,-9.862,6.482,6.2,-1.466,2.35,0,-1.943,50,6.147,4.65,-136.546,-6.268,-17.978,39.712,-20.284
Felix Hernandez,433587,Yoenis Cespedes,493316,R,19104,1453654,5504008,Ball In Dirt,Yoenis Cespedes strikes out swinging.  ,FC,B,87,79,3.45,1.52,-0.434,-0.045,8.9,1.525,-0.262,0,-2.31,50,5.882,9.625,-126.911,-8.694,-0.686,33.382,-32.171
Felix Hernandez,433587,Yoenis Cespedes,493316,R,19104,1453654,5504009,Swinging Strike,Yoenis Cespedes strikes out swinging.  ,SL,S,86.8,79.8,3.45,1.52,2.899,-0.29,8.6,0.185,1.601,0,-2.174,50,6.056,4.953,-127.157,-4.605,4.686,29.14,-32.569
Felix Hernandez,433587,Yoenis Cespedes,493316,R,19104,1453654,5504010,Ball In Dirt,Yoenis Cespedes strikes out swinging.  ,FF,B,89.4,82.3,3.45,1.52,-4.806,3.051,7.1,0.209,-0.265,0,-1.831,50,5.964,6.833,-130.547,-10.742,-8.204,30.238,-26.89
Felix Hernandez,433587,Yoenis Cespedes,493316,R,19104,1453654,5504011,Swinging Strike,Yoenis Cespedes strikes out swinging.  ,SI,S,90.8,82.9,3.45,1.52,-6.769,1.217,7.7,-0.122,0.97,0,-2.093,50,6.087,7.408,-132.736,-7.55,-11.865,33.058,-29.966
Felix Hernandez,433587,Alberto Callaspo,430948,L,19104,1453597,5503784,Ball,Alberto Callaspo called out on strikes.  ,CU,B,80.1,73,3.03,1.42,7.373,-7.559,13.4,0.636,1.111,0,-2.222,50,6.333,4.352,-117.305,-2.668,9.934,29.016,-42.284
Felix Hernandez,433587,Alberto Callaspo,430948,L,19104,1453597,5503785,Called Strike,Alberto Callaspo called out on strikes.  ,SI,S,91.7,83.8,3.03,1.42,-10.542,7.512,6,0.539,1.421,0,-1.971,50,6.049,10.202,-133.886,-8.643,-18.933,31.756,-18.609
Felix Hernandez,433587,Alberto Callaspo,430948,L,19104,1453597,5503786,Ball,Alberto Callaspo called out on strikes.  ,SI,B,89.1,81.2,3.03,1.42,-9.056,4.674,7,-0.232,1.275,0,-2.194,50,6.032,8.003,-130.153,-7.404,-15.293,31.276,-24.207
Felix Hernandez,433587,Alberto Callaspo,430948,L,19104,1453597,5503787,Called Strike,Alberto Callaspo called out on strikes.  ,SI,S,92.1,82.4,3.03,1.42,-10.08,10.768,5.2,-0.575,1.3,0,-1.999,50,6.081,7.136,-134.464,-10.031,-17.855,37.972,-13.026
Felix Hernandez,433587,Alberto Callaspo,430948,L,19104,1453597,5503788,Ball,Alberto Callaspo called out on strikes.  ,SI,B,92.7,83.6,3.03,1.42,-6.604,14.041,3.3,-1.656,1.456,0,-2.21,50,6.059,3.73,-135.408,-10.937,-11.982,35.862,-6.627
Felix Hernandez,433587,Alberto Callaspo,430948,L,19104,1453597,5503789,Foul,Alberto Callaspo called out on strikes.  ,SI,S,92.1,83.2,3.03,1.42,-8.692,8.268,5.5,-0.987,1.364,0,-2.103,50,6.146,5.892,-134.61,-9.289,-15.56,35.854,-17.299
Felix Hernandez,433587,Alberto Callaspo,430948,L,19104,1453597,5503790,Called Strike,Alberto Callaspo called out on strikes.  ,FF,S,93.5,83.6,3.03,1.42,-4.119,12.71,3,-0.737,1.664,0,-2.27,50,6.117,5.491,-136.622,-10.175,-7.526,39.389,-8.873
Felix Hernandez,433587,Derek Norris,519083,R,19104,1453641,5503957,Called Strike,"Derek Norris grounds out, third baseman Kyle Seager to first baseman Justin Smoak.  ",SI,S,92.6,83.4,3.3,1.45,-6.499,8.17,4.9,0.524,1.607,0,-1.973,50,6.001,8.814,-135.292,-8.318,-11.723,36.884,-17.363
Felix Hernandez,433587,Derek Norris,519083,R,19104,1453641,5503958,Ball In Dirt,"Derek Norris grounds out, third baseman Kyle Seager to first baseman Justin Smoak.  ",SL,B,86,78.9,3.3,1.45,3.6,-0.754,9.2,0.55,0.591,0,-2.18,50,6.032,5.579,-125.836,-6.654,5.661,30.139,-33.286
Felix Hernandez,433587,Derek Norris,519083,R,19104,1453641,5503959,"In play, out(s)","Derek Norris grounds out, third baseman Kyle Seager to first baseman Justin Smoak.  ",SI,X,92.2,83.9,3.3,1.45,-7.709,8.914,4.8,-0.535,2.594,0,-1.995,50,6.092,6.51,-134.86,-6.26,-14.012,32.894,-15.897
Felix Hernandez,433587,Brandon Moss,461235,L,19104,1453653,5504003,Ball,Brandon Moss strikes out swinging.  ,CU,B,82.6,75.4,3.25,1.53,6.225,-5.38,11.8,-0.131,1.238,0,-2.067,50,6.152,2.673,-121.131,-3.185,8.999,29.621,-39.878
Felix Hernandez,433587,Brandon Moss,461235,L,19104,1453653,5504004,Called Strike,Brandon Moss strikes out swinging.  ,SI,S,92.4,83.2,3.25,1.53,-9.541,6.579,6.2,0.012,1.411,0,-1.897,50,6.083,8.276,-134.973,-8.451,-17.111,36.993,-20.301
Felix Hernandez,433587,Brandon Moss,461235,L,19104,1453653,5504005,Swinging Strike,Brandon Moss strikes out swinging.  ,SI,S,93.4,84.1,3.25,1.53,-9.37,5.835,6.3,-1.762,1.558,0,-2.097,50,5.999,4.122,-136.727,-7.83,-17.216,38.404,-21.379
Felix Hernandez,433587,Brandon Moss,461235,L,19104,1453653,5504006,Swinging Strike,Brandon Moss strikes out swinging.  ,SI,S,91.1,82.4,3.25,1.53,-8.931,2.859,7.6,-1.149,0.919,0,-2.234,50,6.126,5.825,-133.293,-8.334,-15.624,36.034,-27.099
Felix Hernandez,433587,Josh Donaldson,518626,R,19104,1453588,5503756,Ball,Josh Donaldson flies out to center fielder Abraham Almonte.  ,SI,B,93,84.1,3.31,1.51,-6.64,4.315,6.3,0.877,1.021,0,-2.226,50,5.803,10.51,-135.776,-8.116,-12.084,36.656,-24.247
